framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
Preact Signals         , avoidablePropagation                                         , 460.75   , 490.13   , 506.16   , 0.034    , baseline       , selective propagation    ,                                                                                                 
Preact Signals         , broadPropagation                                             , 385.83   , 400.22   , 407.05   , 0.018    , baseline       , wide fan-out             ,                                                                                                 
Preact Signals         , deepPropagation                                              , 177.22   , 188.12   , 194.48   , 0.035    , pull           , linear chain             ,                                                                                                 
Preact Signals         , diamond                                                      , 394.48   , 419.44   , 433.10   , 0.032    , baseline       , diamond                  ,                                                                                                 
Preact Signals         , mux                                                          , 355.91   , 397.23   , 417.71   , 0.057    , dynamic        , dynamic branch           ,                                                                                                 
Preact Signals         , repeatedObservers                                            , 104.14   , 115.68   , 122.32   , 0.058    , baseline       , duplicate observer       ,                                                                                                 
Preact Signals         , triangle                                                     , 149.00   , 171.28   , 182.45   , 0.071    , baseline       , glitch-free triangle     ,                                                                                                 
Preact Signals         , unstable                                                     , 102.73   , 118.37   , 128.01   , 0.082    , dynamic        , dynamic dependency churn ,                                                                                                 
Preact Signals         , manyEffectsFromOneSource                                     , 233.96   , 260.15   , 269.20   , 0.048    , push           , wide fan-out             , checksum=180075672000                                                                           
Preact Signals         , manySourcesIntoOneComputedEffectWithDirect                   , 229.84   , 236.62   , 238.61   , 0.016    , pull           , wide fan-in              , checksum=1372929289844                                                                          
Preact Signals         , manySourcesIntoOneComputedEffect                             , 219.34   , 247.21   , 264.57   , 0.067    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Preact Signals         , manySourcesIntoOneDirectEffect                               , 72.70    , 96.01    , 104.50   , 0.132    , pull           , wide fan-in              , checksum=41605598900                                                                            
Preact Signals         , molBench                                                     , 389.89   , 405.83   , 409.61   , 0.018    , dynamic        , mixed app graph          ,                                                                                                 
Preact Signals         , createDataSignals                                            , 8.70     , 11.21    , 11.49    , 0.146    , creation       , signal creation          ,                                                                                                 
Preact Signals         , createComputations0to1                                       , 5.68     , 7.65     , 7.70     , 0.383    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to1                                       , 8.68     , 15.99    , 17.12    , 0.526    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations2to1                                       , 6.91     , 11.64    , 12.62    , 0.617    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations4to1                                       , 3.01     , 7.55     , 8.20     , 0.519    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1000to1                                    , 0.12     , 0.17     , 0.17     , 0.502    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to2                                       , 7.88     , 11.35    , 11.51    , 0.537    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to4                                       , 7.91     , 9.89     , 10.46    , 0.375    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to8                                       , 6.31     , 8.13     , 8.29     , 0.525    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to1000                                    , 6.06     , 7.67     , 7.98     , 0.356    , creation       , computed creation        ,                                                                                                 
Preact Signals         , updateComputations1to1                                       , 6.28     , 7.18     , 7.29     , 0.203    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations2to1                                       , 3.87     , 4.70     , 4.97     , 0.231    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations4to1                                       , 1.98     , 3.82     , 4.23     , 0.354    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1000to1                                    , 0.11     , 0.27     , 0.31     , 0.515    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1to2                                       , 3.88     , 4.79     , 4.96     , 0.113    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1to4                                       , 1.97     , 3.84     , 3.96     , 0.310    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1to1000                                    , 0.03     , 0.29     , 0.31     , 1.176    , update         , stable update            ,                                                                                                 
Preact Signals         , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 816.62   , 844.32   , 848.55   , 0.020    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Preact Signals         , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 729.94   , 737.41   , 737.78   , 0.011    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Preact Signals         , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 936.76   , 952.70   , 953.91   , 0.021    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Preact Signals         , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 723.49   , 729.98   , 730.94   , 0.012    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Preact Signals         , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 146.07   , 162.18   , 163.08   , 0.064    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Preact Signals         , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 145.01   , 150.87   , 151.12   , 0.044    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Preact Signals         , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 617.13   , 669.94   , 682.35   , 0.065    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Preact Signals         , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 64.80    , 70.11    , 70.32    , 0.057    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Preact Signals         , 32x8 - 4 sources - pull (pure pull)                          , 39.08    , 70.03    , 80.60    , 0.343    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Preact Signals         , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 39.22    , 67.44    , 77.05    , 0.319    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Preact Signals         , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 39.93    , 68.50    , 77.30    , 0.304    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Preact Signals         , 32x8 - 4 sources - push (pure push)                          , 206.13   , 213.86   , 215.15   , 0.035    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Preact Signals         , 10x5 - 2 sources - read 20% (simple component)               , 378.30   , 387.08   , 387.18   , 0.016    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Preact Signals         , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 236.95   , 244.06   , 245.40   , 0.016    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Preact Signals         , 1000x12 - 4 sources - dynamic (large web app)                , 2805.56  , 3013.49  , 3059.76  , 0.069    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Preact Signals         , 1000x5 - 25 sources (wide dense)                             , 2651.06  , 2710.91  , 2720.58  , 0.100    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Preact Signals         , 5x500 - 3 sources (deep)                                     , 187.06   , 193.18   , 194.76   , 0.017    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@reactively            , avoidablePropagation                                         , 539.37   , 556.06   , 563.47   , 0.016    , baseline       , selective propagation    ,                                                                                                 
@reactively            , broadPropagation                                             , 423.12   , 445.67   , 455.16   , 0.025    , baseline       , wide fan-out             ,                                                                                                 
@reactively            , deepPropagation                                              , 202.96   , 209.85   , 213.53   , 0.018    , pull           , linear chain             ,                                                                                                 
@reactively            , diamond                                                      , 412.45   , 443.11   , 451.18   , 0.032    , baseline       , diamond                  ,                                                                                                 
@reactively            , mux                                                          , 355.36   , 406.69   , 432.36   , 0.071    , dynamic        , dynamic branch           ,                                                                                                 
@reactively            , repeatedObservers                                            , 119.82   , 129.11   , 130.17   , 0.033    , baseline       , duplicate observer       ,                                                                                                 
@reactively            , triangle                                                     , 155.83   , 175.90   , 185.01   , 0.058    , baseline       , glitch-free triangle     ,                                                                                                 
@reactively            , unstable                                                     , 195.45   , 215.18   , 227.02   , 0.054    , dynamic        , dynamic dependency churn ,                                                                                                 
@reactively            , manyEffectsFromOneSource                                     , 282.59   , 303.69   , 309.49   , 0.032    , push           , wide fan-out             , checksum=180075672000                                                                           
@reactively            , manySourcesIntoOneComputedEffectWithDirect                   , 152.26   , 171.62   , 181.09   , 0.062    , pull           , wide fan-in              , checksum=1372929290292                                                                          
@reactively            , manySourcesIntoOneComputedEffect                             , 147.70   , 164.20   , 169.28   , 0.047    , pull           , wide fan-in              , checksum=1331323690944                                                                          
@reactively            , manySourcesIntoOneDirectEffect                               , 67.94    , 82.98    , 87.18    , 0.092    , pull           , wide fan-in              , checksum=41605599348                                                                            
@reactively            , molBench                                                     , 390.81   , 400.19   , 403.70   , 0.011    , dynamic        , mixed app graph          ,                                                                                                 
@reactively            , createDataSignals                                            , 9.19     , 9.90     , 9.94     , 0.205    , creation       , signal creation          ,                                                                                                 
@reactively            , createComputations0to1                                       , 4.60     , 6.71     , 7.09     , 0.437    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to1                                       , 6.63     , 12.82    , 14.09    , 0.487    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations2to1                                       , 5.43     , 9.74     , 10.12    , 0.622    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations4to1                                       , 2.97     , 5.25     , 5.34     , 0.374    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1000to1                                    , 0.04     , 0.09     , 0.10     , 0.672    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to2                                       , 7.12     , 10.03    , 10.09    , 0.331    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to4                                       , 4.60     , 5.25     , 5.26     , 0.209    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to8                                       , 3.56     , 5.18     , 5.56     , 0.308    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to1000                                    , 2.97     , 4.90     , 4.91     , 0.264    , creation       , computed creation        ,                                                                                                 
@reactively            , updateComputations1to1                                       , 3.04     , 5.01     , 5.36     , 0.239    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations2to1                                       , 1.53     , 2.73     , 3.13     , 0.337    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations4to1                                       , 1.61     , 2.35     , 2.49     , 0.394    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1000to1                                    , 0.03     , 0.15     , 0.18     , 0.932    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1to2                                       , 1.54     , 2.91     , 3.11     , 0.313    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1to4                                       , 1.61     , 1.87     , 1.89     , 0.374    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1to1000                                    , 0.01     , 0.25     , 0.25     , 1.072    , update         , stable update            ,                                                                                                 
@reactively            , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 413.36   , 417.89   , 418.75   , 0.006    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@reactively            , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 620.11   , 627.21   , 627.74   , 0.008    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@reactively            , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 351.99   , 356.37   , 356.62   , 0.007    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@reactively            , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 653.12   , 667.98   , 670.56   , 0.011    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@reactively            , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 101.58   , 162.36   , 174.73   , 0.243    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@reactively            , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 82.53    , 163.43   , 164.72   , 0.362    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@reactively            , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1050.66  , 1116.92  , 1121.48  , 0.167    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@reactively            , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 7.53     , 7.78     , 7.83     , 0.018    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@reactively            , 32x8 - 4 sources - pull (pure pull)                          , 39.59    , 41.71    , 41.97    , 0.036    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@reactively            , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 38.88    , 40.62    , 41.18    , 0.023    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@reactively            , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 39.25    , 40.93    , 41.24    , 0.038    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@reactively            , 32x8 - 4 sources - push (pure push)                          , 185.38   , 190.41   , 190.99   , 0.015    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
@reactively            , 10x5 - 2 sources - read 20% (simple component)               , 288.99   , 293.44   , 293.77   , 0.007    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@reactively            , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 269.24   , 269.79   , 269.85   , 0.007    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@reactively            , 1000x12 - 4 sources - dynamic (large web app)                , 475.47   , 523.17   , 526.61   , 0.080    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@reactively            , 1000x5 - 25 sources (wide dense)                             , 582.65   , 606.35   , 609.87   , 0.027    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@reactively            , 5x500 - 3 sources (deep)                                     , 255.31   , 267.68   , 269.88   , 0.026    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
s-js                   , avoidablePropagation                                         , 683.15   , 695.50   , 699.27   , 0.009    , baseline       , selective propagation    ,                                                                                                 
s-js                   , broadPropagation                                             , 413.50   , 424.95   , 431.44   , 0.015    , baseline       , wide fan-out             ,                                                                                                 
s-js                   , deepPropagation                                              , 160.78   , 169.64   , 174.22   , 0.028    , pull           , linear chain             ,                                                                                                 
s-js                   , diamond                                                      , 427.94   , 455.72   , 469.81   , 0.031    , baseline       , diamond                  ,                                                                                                 
s-js                   , mux                                                          , 527.05   , 553.82   , 566.88   , 0.042    , dynamic        , dynamic branch           ,                                                                                                 
s-js                   , repeatedObservers                                            , 155.84   , 163.35   , 167.78   , 0.028    , baseline       , duplicate observer       ,                                                                                                 
s-js                   , triangle                                                     , 157.45   , 178.66   , 188.25   , 0.062    , baseline       , glitch-free triangle     ,                                                                                                 
s-js                   , unstable                                                     , 185.07   , 194.85   , 198.03   , 0.025    , dynamic        , dynamic dependency churn ,                                                                                                 
s-js                   , manyEffectsFromOneSource                                     , 299.98   , 322.43   , 334.56   , 0.037    , push           , wide fan-out             , checksum=180075672000                                                                           
s-js                   , manySourcesIntoOneComputedEffectWithDirect                   , 219.07   , 242.63   , 242.90   , 0.059    , pull           , wide fan-in              , checksum=1372929289844                                                                          
s-js                   , manySourcesIntoOneComputedEffect                             , 204.39   , 220.68   , 223.94   , 0.039    , pull           , wide fan-in              , checksum=1331323690944                                                                          
s-js                   , manySourcesIntoOneDirectEffect                               , 77.59    , 89.36    , 92.85    , 0.064    , pull           , wide fan-in              , checksum=41605598900                                                                            
s-js                   , molBench                                                     , 941.53   , 966.64   , 970.57   , 0.011    , dynamic        , mixed app graph          ,                                                                                                 
s-js                   , createDataSignals                                            , 11.10    , 12.34    , 12.35    , 0.076    , creation       , signal creation          ,                                                                                                 
s-js                   , createComputations0to1                                       , 4.01     , 6.71     , 7.62     , 0.354    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to1                                       , 18.54    , 26.53    , 26.54    , 0.240    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations2to1                                       , 21.77    , 29.62    , 31.40    , 0.221    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations4to1                                       , 20.61    , 24.56    , 25.29    , 0.227    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1000to1                                    , 15.13    , 17.12    , 17.26    , 0.231    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to2                                       , 19.57    , 26.28    , 28.36    , 0.278    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to4                                       , 17.75    , 22.64    , 24.14    , 0.228    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to8                                       , 14.83    , 16.63    , 16.84    , 0.230    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to1000                                    , 17.09    , 18.38    , 18.49    , 0.299    , creation       , computed creation        ,                                                                                                 
s-js                   , updateComputations1to1                                       , 31.06    , 34.15    , 34.17    , 0.045    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations2to1                                       , 22.74    , 25.29    , 25.47    , 0.078    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations4to1                                       , 20.87    , 23.53    , 23.79    , 0.137    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1000to1                                    , 31.23    , 32.01    , 32.02    , 0.033    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1to2                                       , 35.19    , 36.02    , 36.19    , 0.030    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1to4                                       , 36.30    , 37.46    , 37.51    , 0.131    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1to1000                                    , 29.57    , 30.31    , 30.35    , 0.037    , update         , stable update            ,                                                                                                 
s-js                   , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1219.68  , 1231.37  , 1231.53  , 0.008    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
s-js                   , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 993.44   , 1019.05  , 1026.09  , 0.020    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
s-js                   , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 745.65   , 753.32   , 753.62   , 0.009    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
s-js                   , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1020.92  , 1026.79  , 1027.07  , 0.016    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
s-js                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 194.39   , 221.25   , 224.95   , 0.147    , large_graph    , layered DAG              , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
s-js                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 214.81   , 248.53   , 255.37   , 0.084    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
s-js                   , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1781.75  , 2183.18  , 2314.91  , 0.113    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
s-js                   , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 13.33    , 14.13    , 14.20    , 0.039    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
s-js                   , 32x8 - 4 sources - pull (pure pull)                          , 232.88   , 236.67   , 237.08   , 0.012    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
s-js                   , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 96.44    , 98.58    , 99.00    , 0.027    , pull           , stable rectangular DAG   , nodesRecomputed=630441 nodesVisited=630441 edgesTraversed=630441 sinkReads=8                    
s-js                   , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 206.67   , 209.52   , 209.87   , 0.007    , pull           , stable rectangular DAG   , nodesRecomputed=450147 nodesVisited=450147 edgesTraversed=3601176 sinkReads=64                  
s-js                   , 32x8 - 4 sources - push (pure push)                          , 252.21   , 254.99   , 255.39   , 0.008    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
s-js                   , 10x5 - 2 sources - read 20% (simple component)               , 917.76   , 928.40   , 931.14   , 0.013    , pull           , stable rectangular DAG   , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
s-js                   , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 413.36   , 418.72   , 419.84   , 0.009    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
s-js                   , 1000x12 - 4 sources - dynamic (large web app)                , 585.39   , 646.01   , 665.06   , 0.050    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
s-js                   , 1000x5 - 25 sources (wide dense)                             , 1018.72  , 1167.11  , 1169.98  , 0.074    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
s-js                   , 5x500 - 3 sources (deep)                                     , 315.09   , 322.29   , 323.43   , 0.014    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@amadeus-it-group/tans , avoidablePropagation                                         , 770.50   , 797.76   , 807.95   , 0.018    , baseline       , selective propagation    ,                                                                                                 
@amadeus-it-group/tans , broadPropagation                                             , 793.43   , 846.29   , 869.02   , 0.032    , baseline       , wide fan-out             ,                                                                                                 
@amadeus-it-group/tans , deepPropagation                                              , 340.65   , 359.87   , 370.56   , 0.035    , pull           , linear chain             ,                                                                                                 
@amadeus-it-group/tans , diamond                                                      , 626.80   , 657.94   , 662.67   , 0.021    , baseline       , diamond                  ,                                                                                                 
@amadeus-it-group/tans , mux                                                          , 589.61   , 643.43   , 673.79   , 0.047    , dynamic        , dynamic branch           ,                                                                                                 
@amadeus-it-group/tans , repeatedObservers                                            , 164.46   , 184.14   , 194.94   , 0.061    , baseline       , duplicate observer       ,                                                                                                 
@amadeus-it-group/tans , triangle                                                     , 217.14   , 239.95   , 252.92   , 0.055    , baseline       , glitch-free triangle     ,                                                                                                 
@amadeus-it-group/tans , unstable                                                     , 244.59   , 276.09   , 290.85   , 0.061    , dynamic        , dynamic dependency churn ,                                                                                                 
@amadeus-it-group/tans , manyEffectsFromOneSource                                     , 621.00   , 664.42   , 665.50   , 0.031    , push           , wide fan-out             , checksum=180075672000                                                                           
@amadeus-it-group/tans , manySourcesIntoOneComputedEffectWithDirect                   , 223.47   , 250.17   , 263.31   , 0.056    , pull           , wide fan-in              , checksum=1372929289844                                                                          
@amadeus-it-group/tans , manySourcesIntoOneComputedEffect                             , 218.49   , 241.41   , 253.31   , 0.051    , pull           , wide fan-in              , checksum=1331323690944                                                                          
@amadeus-it-group/tans , manySourcesIntoOneDirectEffect                               , 77.77    , 102.37   , 113.60   , 0.138    , pull           , wide fan-in              , checksum=41605598900                                                                            
@amadeus-it-group/tans , molBench                                                     , 633.80   , 657.56   , 664.45   , 0.017    , dynamic        , mixed app graph          ,                                                                                                 
@amadeus-it-group/tans , createDataSignals                                            , 13.24    , 15.42    , 15.74    , 0.076    , creation       , signal creation          ,                                                                                                 
@amadeus-it-group/tans , createComputations0to1                                       , 6.79     , 16.66    , 18.71    , 0.562    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to1                                       , 17.30    , 25.29    , 27.68    , 0.230    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations2to1                                       , 14.08    , 26.80    , 30.34    , 0.439    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations4to1                                       , 12.21    , 23.59    , 25.30    , 0.491    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1000to1                                    , 0.25     , 0.31     , 0.32     , 0.120    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to2                                       , 14.44    , 30.74    , 36.24    , 0.475    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to4                                       , 14.52    , 28.03    , 32.25    , 0.402    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to8                                       , 14.98    , 22.82    , 25.00    , 0.306    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to1000                                    , 6.94     , 19.66    , 21.34    , 0.621    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , updateComputations1to1                                       , 7.30     , 8.50     , 8.52     , 0.075    , update         , stable update            ,                                                                                                 
