framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
$mol_wire              , diamond                                                      , 910.97   , 970.34   , 1001.86  , 0.033    , baseline       , diamond                  ,                                                                                                 
$mol_wire              , mux                                                          , 859.23   , 979.23   , 1020.02  , 0.062    , dynamic        , dynamic branch           ,                                                                                                 
$mol_wire              , repeatedObservers                                            , 205.33   , 227.11   , 240.37   , 0.057    , baseline       , duplicate observer       ,                                                                                                 
$mol_wire              , triangle                                                     , 301.39   , 331.04   , 348.75   , 0.051    , baseline       , glitch-free triangle     ,                                                                                                 
$mol_wire              , unstable                                                     , 378.53   , 432.67   , 459.27   , 0.067    , dynamic        , dynamic dependency churn ,                                                                                                 
$mol_wire              , manyEffectsFromOneSource                                     , 965.20   , 1090.99  , 1166.65  , 0.068    , push           , wide fan-out             , checksum=180075672000                                                                           
$mol_wire              , manySourcesIntoOneComputedEffectWithDirect                   , 260.04   , 281.12   , 289.75   , 0.036    , pull           , wide fan-in              , checksum=1372929289844                                                                          
$mol_wire              , manySourcesIntoOneComputedEffect                             , 252.59   , 265.83   , 271.04   , 0.024    , pull           , wide fan-in              , checksum=1331323690944                                                                          
$mol_wire              , manySourcesIntoOneDirectEffect                               , 79.86    , 94.50    , 101.53   , 0.085    , pull           , wide fan-in              , checksum=41605598900                                                                            
$mol_wire              , molBench                                                     , 416.55   , 428.58   , 431.87   , 0.013    , dynamic        , mixed app graph          ,                                                                                                 
$mol_wire              , createDataSignals                                            , 12.76    , 15.75    , 16.15    , 0.173    , creation       , signal creation          ,                                                                                                 
$mol_wire              , createComputations0to1                                       , 6.57     , 8.88     , 9.22     , 0.134    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to1                                       , 11.23    , 12.00    , 12.07    , 0.168    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations2to1                                       , 7.18     , 11.51    , 12.46    , 0.322    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations4to1                                       , 5.47     , 7.50     , 7.59     , 0.246    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1000to1                                    , 0.02     , 0.17     , 0.19     , 0.945    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to2                                       , 9.75     , 10.81    , 10.87    , 0.161    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to4                                       , 9.19     , 9.87     , 9.92     , 0.136    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to8                                       , 8.63     , 11.07    , 11.85    , 0.185    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to1000                                    , 6.59     , 8.70     , 8.71     , 0.134    , creation       , computed creation        ,                                                                                                 
$mol_wire              , updateComputations1to1                                       , 6.54     , 10.80    , 10.87    , 0.246    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations2to1                                       , 4.34     , 5.86     , 5.90     , 0.151    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations4to1                                       , 3.79     , 4.72     , 4.73     , 0.249    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1000to1                                    , 0.09     , 0.17     , 0.17     , 0.420    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to2                                       , 4.23     , 6.42     , 6.55     , 0.198    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to4                                       , 3.92     , 4.64     , 4.74     , 0.334    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to1000                                    , 0.14     , 0.52     , 0.54     , 0.647    , update         , stable update            ,                                                                                                 
$mol_wire              , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 858.64   , 866.23   , 866.25   , 0.008    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
$mol_wire              , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1198.63  , 1217.92  , 1223.33  , 0.014    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
$mol_wire              , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 668.27   , 675.46   , 676.73   , 0.022    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
$mol_wire              , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1279.93  , 1297.45  , 1301.27  , 0.012    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 146.77   , 181.54   , 186.39   , 0.123    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 124.09   , 135.30   , 137.64   , 0.052    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1282.23  , 1324.23  , 1329.76  , 0.043    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
$mol_wire              , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 16.07    , 17.77    , 18.27    , 0.050    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
$mol_wire              , 32x8 - 4 sources - pull (pure pull)                          , 41.39    , 71.72    , 81.23    , 0.314    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
$mol_wire              , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 42.38    , 70.10    , 78.78    , 0.294    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
$mol_wire              , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 41.33    , 71.23    , 81.03    , 0.320    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
$mol_wire              , 32x8 - 4 sources - push (pure push)                          , 397.87   , 404.44   , 405.16   , 0.015    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 712.31   , 728.88   , 730.08   , 0.025    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 483.74   , 496.20   , 496.42   , 0.014    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 781.83   , 792.83   , 793.18   , 0.017    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 930.09   , 947.91   , 948.55   , 0.016    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
$mol_wire              , 5x500 - 3 sources (deep)                                     , 421.95   , 426.35   , 426.51   , 0.018    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Oby                    , avoidablePropagation                                         , 641.23   , 668.73   , 681.05   , 0.021    , baseline       , selective propagation    ,                                                                                                 
Oby                    , broadPropagation                                             , 759.74   , 786.69   , 796.50   , 0.016    , baseline       , wide fan-out             ,                                                                                                 
Oby                    , deepPropagation                                              , 333.07   , 350.22   , 359.18   , 0.027    , pull           , linear chain             ,                                                                                                 
Oby                    , diamond                                                      , 571.52   , 592.89   , 603.79   , 0.021    , baseline       , diamond                  ,                                                                                                 
Oby                    , mux                                                          , 561.73   , 598.20   , 605.25   , 0.050    , dynamic        , dynamic branch           ,                                                                                                 
Oby                    , repeatedObservers                                            , 155.80   , 171.06   , 179.11   , 0.050    , baseline       , duplicate observer       ,                                                                                                 
Oby                    , triangle                                                     , 226.70   , 251.76   , 261.76   , 0.050    , baseline       , glitch-free triangle     ,                                                                                                 
Oby                    , unstable                                                     , 168.90   , 189.89   , 201.97   , 0.066    , dynamic        , dynamic dependency churn ,                                                                                                 
Oby                    , manyEffectsFromOneSource                                     , 429.02   , 444.09   , 450.90   , 0.017    , push           , wide fan-out             , checksum=180075672000                                                                           
Oby                    , manySourcesIntoOneComputedEffectWithDirect                   , 251.77   , 281.09   , 286.86   , 0.050    , pull           , wide fan-in              , checksum=1372929290292                                                                          
Oby                    , manySourcesIntoOneComputedEffect                             , 247.44   , 272.86   , 279.01   , 0.044    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Oby                    , manySourcesIntoOneDirectEffect                               , 73.90    , 88.40    , 92.35    , 0.080    , pull           , wide fan-in              , checksum=41605599348                                                                            
Oby                    , molBench                                                     , 508.65   , 517.45   , 520.12   , 0.008    , dynamic        , mixed app graph          ,                                                                                                 
Oby                    , createDataSignals                                            , 11.85    , 13.71    , 14.07    , 0.130    , creation       , signal creation          ,                                                                                                 
Oby                    , createComputations0to1                                       , 15.22    , 38.40    , 45.28    , 0.681    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to1                                       , 32.61    , 37.80    , 38.03    , 0.123    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations2to1                                       , 11.01    , 21.90    , 24.46    , 0.515    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations4to1                                       , 8.90     , 15.79    , 17.52    , 0.562    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1000to1                                    , 0.16     , 0.26     , 0.27     , 0.456    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to2                                       , 35.60    , 49.13    , 52.59    , 0.211    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to4                                       , 34.40    , 48.87    , 49.83    , 0.194    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to8                                       , 38.90    , 49.93    , 51.57    , 0.201    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to1000                                    , 35.89    , 52.40    , 56.26    , 0.266    , creation       , computed creation        ,                                                                                                 
Oby                    , updateComputations1to1                                       , 9.13     , 9.82     , 9.98     , 0.077    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations2to1                                       , 4.80     , 6.82     , 7.20     , 0.167    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations4to1                                       , 3.54     , 5.21     , 5.57     , 0.237    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1000to1                                    , 0.14     , 0.54     , 0.64     , 0.880    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to2                                       , 4.75     , 6.95     , 7.06     , 0.215    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to4                                       , 3.51     , 4.19     , 4.31     , 0.132    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to1000                                    , 0.31     , 0.84     , 0.92     , 0.574    , update         , stable update            ,                                                                                                 
Oby                    , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 634.47   , 669.60   , 680.88   , 0.029    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Oby                    , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 946.18   , 962.52   , 964.68   , 0.009    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Oby                    , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 522.40   , 549.91   , 550.91   , 0.027    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Oby                    , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 950.56   , 985.29   , 986.30   , 0.021    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 113.68   , 127.83   , 129.68   , 0.054    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 110.61   , 137.92   , 142.13   , 0.112    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1170.05  , 1347.29  , 1391.49  , 0.072    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Oby                    , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 10.38    , 10.61    , 10.64    , 0.013    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Oby                    , 32x8 - 4 sources - pull (pure pull)                          , 39.71    , 39.98    , 39.99    , 0.008    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Oby                    , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 41.08    , 71.98    , 81.99    , 0.323    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Oby                    , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 39.95    , 40.90    , 41.06    , 0.019    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Oby                    , 32x8 - 4 sources - push (pure push)                          , 291.50   , 296.55   , 297.35   , 0.012    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 505.39   , 519.21   , 522.25   , 0.029    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 382.50   , 390.75   , 392.24   , 0.011    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 670.15   , 711.06   , 712.52   , 0.036    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Oby                    , 1000x5 - 25 sources (wide dense)                             , 862.66   , 895.86   , 896.32   , 0.031    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Oby                    , 5x500 - 3 sources (deep)                                     , 340.47   , 348.36   , 350.50   , 0.013    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Signia                 , avoidablePropagation                                         , 745.09   , 768.54   , 771.48   , 0.020    , baseline       , selective propagation    ,                                                                                                 
Signia                 , broadPropagation                                             , 722.51   , 742.87   , 743.74   , 0.046    , baseline       , wide fan-out             ,                                                                                                 
Signia                 , deepPropagation                                              , 285.54   , 304.84   , 314.32   , 0.036    , pull           , linear chain             ,                                                                                                 
Signia                 , diamond                                                      , 601.27   , 626.22   , 629.60   , 0.019    , baseline       , diamond                  ,                                                                                                 
Signia                 , mux                                                          , 610.82   , 655.61   , 656.52   , 0.031    , dynamic        , dynamic branch           ,                                                                                                 
Signia                 , repeatedObservers                                            , 147.79   , 165.93   , 171.58   , 0.061    , baseline       , duplicate observer       ,                                                                                                 
Signia                 , triangle                                                     , 218.63   , 239.45   , 249.30   , 0.050    , baseline       , glitch-free triangle     ,                                                                                                 
Signia                 , unstable                                                     , 170.30   , 188.95   , 199.21   , 0.060    , dynamic        , dynamic dependency churn ,                                                                                                 
Signia                 , manyEffectsFromOneSource                                     , 501.69   , 517.85   , 524.45   , 0.016    , push           , wide fan-out             , checksum=180075672000                                                                           
Signia                 , manySourcesIntoOneComputedEffectWithDirect                   , 439.60   , 458.57   , 467.85   , 0.025    , pull           , wide fan-in              , checksum=1372929289844                                                                          
Signia                 , manySourcesIntoOneComputedEffect                             , 428.92   , 450.65   , 457.00   , 0.026    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Signia                 , manySourcesIntoOneDirectEffect                               , 101.55   , 117.80   , 125.83   , 0.081    , pull           , wide fan-in              , checksum=41605598900                                                                            
Signia                 , molBench                                                     , 413.36   , 426.06   , 431.53   , 0.016    , dynamic        , mixed app graph          ,                                                                                                 
Signia                 , createDataSignals                                            , 10.17    , 13.21    , 13.46    , 0.227    , creation       , signal creation          ,                                                                                                 
Signia                 , createComputations0to1                                       , 7.51     , 10.98    , 11.48    , 0.235    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to1                                       , 13.90    , 22.58    , 24.70    , 0.332    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations2to1                                       , 10.44    , 16.41    , 17.72    , 0.531    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations4to1                                       , 9.95     , 11.18    , 11.44    , 0.469    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1000to1                                    , 0.15     , 0.29     , 0.33     , 0.501    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to2                                       , 12.98    , 20.57    , 22.26    , 0.334    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to4                                       , 10.39    , 18.45    , 19.52    , 0.353    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to8                                       , 8.38     , 13.85    , 15.19    , 0.376    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to1000                                    , 7.75     , 11.95    , 12.24    , 0.345    , creation       , computed creation        ,                                                                                                 
Signia                 , updateComputations1to1                                       , 16.08    , 33.12    , 36.98    , 0.376    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations2to1                                       , 7.83     , 25.37    , 30.50    , 0.710    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations4to1                                       , 6.16     , 8.14     , 8.63     , 0.147    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1000to1                                    , 0.19     , 0.77     , 0.96     , 0.882    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to2                                       , 11.70    , 26.51    , 31.37    , 0.552    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to4                                       , 6.01     , 7.21     , 7.47     , 0.111    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to1000                                    , 0.39     , 0.73     , 0.76     , 0.449    , update         , stable update            ,                                                                                                 
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1092.37  , 1106.30  , 1106.70  , 0.030    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 994.51   , 1021.46  , 1022.77  , 0.016    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1124.82  , 1132.48  , 1133.00  , 0.018    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1091.22  , 1115.76  , 1115.85  , 0.022    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 217.20   , 258.55   , 266.73   , 0.083    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 259.28   , 302.12   , 303.76   , 0.091    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 935.93   , 1401.32  , 1492.38  , 0.209    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Signia                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 81.00    , 89.82    , 92.39    , 0.072    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 40.05    , 43.02    , 43.72    , 0.041    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Signia                 , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 45.71    , 84.79    , 84.81    , 0.336    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Signia                 , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 40.42    , 47.80    , 48.93    , 0.077    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Signia                 , 32x8 - 4 sources - push (pure push)                          , 317.44   , 323.69   , 324.33   , 0.013    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 475.67   , 486.49   , 486.54   , 0.012    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 305.15   , 309.65   , 310.03   , 0.009    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 4019.58  , 4444.37  , 4562.45  , 0.052    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Signia                 , 1000x5 - 25 sources (wide dense)                             , 3031.90  , 3045.40  , 3047.31  , 0.054    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Signia                 , 5x500 - 3 sources (deep)                                     , 250.82   , 255.46   , 255.63   , 0.013    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@solidjs/signals       , avoidablePropagation                                         , 1059.60  , 1093.38  , 1113.72  , 0.017    , baseline       , selective propagation    ,                                                                                                 
@solidjs/signals       , broadPropagation                                             , 1971.43  , 1999.06  , 2001.83  , 0.009    , baseline       , wide fan-out             ,                                                                                                 
@solidjs/signals       , deepPropagation                                              , 714.85   , 743.52   , 760.11   , 0.021    , pull           , linear chain             ,                                                                                                 
@solidjs/signals       , diamond                                                      , 1383.91  , 1426.48  , 1448.62  , 0.016    , baseline       , diamond                  ,                                                                                                 
@solidjs/signals       , mux                                                          , 649.74   , 687.70   , 710.01   , 0.031    , dynamic        , dynamic branch           ,                                                                                                 
@solidjs/signals       , repeatedObservers                                            , 281.85   , 313.06   , 327.65   , 0.051    , baseline       , duplicate observer       ,                                                                                                 
@solidjs/signals       , triangle                                                     , 458.14   , 484.93   , 500.07   , 0.031    , baseline       , glitch-free triangle     ,                                                                                                 
@solidjs/signals       , unstable                                                     , 358.85   , 391.03   , 408.88   , 0.046    , dynamic        , dynamic dependency churn ,                                                                                                 
@solidjs/signals       , manyEffectsFromOneSource                                     , 1585.02  , 1610.47  , 1616.74  , 0.009    , push           , wide fan-out             , checksum=180075672000                                                                           
@solidjs/signals       , manySourcesIntoOneComputedEffectWithDirect                   , 416.18   , 443.75   , 455.29   , 0.031    , pull           , wide fan-in              , checksum=1372929289844                                                                          
@solidjs/signals       , manySourcesIntoOneComputedEffect                             , 398.25   , 431.85   , 446.33   , 0.038    , pull           , wide fan-in              , checksum=1331323690944                                                                          
@solidjs/signals       , manySourcesIntoOneDirectEffect                               , 109.91   , 131.45   , 142.43   , 0.092    , pull           , wide fan-in              , checksum=41605598900                                                                            
@solidjs/signals       , molBench                                                     , 535.58   , 562.79   , 575.57   , 0.024    , dynamic        , mixed app graph          ,                                                                                                 
@solidjs/signals       , createDataSignals                                            , 9.07     , 10.56    , 10.75    , 0.094    , creation       , signal creation          ,                                                                                                 
@solidjs/signals       , createComputations0to1                                       , 12.68    , 22.51    , 25.46    , 0.338    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to1                                       , 18.75    , 23.63    , 25.26    , 0.126    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations2to1                                       , 17.92    , 22.80    , 24.36    , 0.131    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations4to1                                       , 14.43    , 17.76    , 18.37    , 0.101    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1000to1                                    , 8.87     , 20.79    , 22.79    , 0.423    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to2                                       , 16.22    , 22.97    , 25.11    , 0.186    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to4                                       , 16.14    , 25.07    , 27.14    , 0.240    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to8                                       , 22.95    , 31.87    , 34.69    , 0.254    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to1000                                    , 15.07    , 30.67    , 35.12    , 0.400    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , updateComputations1to1                                       , 8.55     , 11.38    , 11.79    , 0.132    , update         , stable update            ,                                                                                                 
@solidjs/signals       , updateComputations2to1                                       , 5.23     , 7.22     , 7.58     , 0.153    , update         , stable update            ,                                                                                                 
@solidjs/signals       , updateComputations4to1                                       , 3.91     , 5.98     , 6.61     , 0.331    , update         , stable update            ,                                                                                                 
@solidjs/signals       , updateComputations1000to1                                    , 0.20     , 0.88     , 1.00     , 0.767    , update         , stable update            ,                                                                                                 
