framework              , test                                                         , time     , metrics                                                                                         
@amadeus-it-group/tans , diamond                                                      , 1.71     ,                                                                                                 
@amadeus-it-group/tans , mux                                                          , 1.26     ,                                                                                                 
@amadeus-it-group/tans , repeatedObservers                                            , 0.33     ,                                                                                                 
@amadeus-it-group/tans , triangle                                                     , 0.56     ,                                                                                                 
@amadeus-it-group/tans , unstable                                                     , 0.58     ,                                                                                                 
@amadeus-it-group/tans , manyEffectsFromOneSource                                     , 583.87   ,                                                                                                 
@amadeus-it-group/tans , manySourcesIntoOneComputedEffectWithDirect                   , 216.42   ,                                                                                                 
@amadeus-it-group/tans , manySourcesIntoOneComputedEffect                             , 208.74   ,                                                                                                 
@amadeus-it-group/tans , manySourcesIntoOneDirectEffect                               , 68.05    ,                                                                                                 
@amadeus-it-group/tans , molBench                                                     , 0.19     ,                                                                                                 
@amadeus-it-group/tans , createDataSignals                                            , 47.54    ,                                                                                                 
@amadeus-it-group/tans , createComputations0to1                                       , 63.69    ,                                                                                                 
@amadeus-it-group/tans , createComputations1to1                                       , 64.71    ,                                                                                                 
@amadeus-it-group/tans , createComputations2to1                                       , 65.66    ,                                                                                                 
@amadeus-it-group/tans , createComputations4to1                                       , 48.34    ,                                                                                                 
@amadeus-it-group/tans , createComputations1000to1                                    , 0.30     ,                                                                                                 
@amadeus-it-group/tans , createComputations1to2                                       , 65.42    ,                                                                                                 
@amadeus-it-group/tans , createComputations1to4                                       , 61.78    ,                                                                                                 
@amadeus-it-group/tans , createComputations1to8                                       , 60.75    ,                                                                                                 
@amadeus-it-group/tans , createComputations1to1000                                    , 62.74    ,                                                                                                 
@amadeus-it-group/tans , updateComputations1to1                                       , 13.75    ,                                                                                                 
@amadeus-it-group/tans , updateComputations2to1                                       , 9.36     ,                                                                                                 
@amadeus-it-group/tans , updateComputations4to1                                       , 4.30     ,                                                                                                 
@amadeus-it-group/tans , updateComputations1000to1                                    , 0.13     ,                                                                                                 
@amadeus-it-group/tans , updateComputations1to2                                       , 8.17     ,                                                                                                 
@amadeus-it-group/tans , updateComputations1to4                                       , 3.58     ,                                                                                                 
@amadeus-it-group/tans , updateComputations1to1000                                    , 1.73     ,                                                                                                 
@amadeus-it-group/tans , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 661.72   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@amadeus-it-group/tans , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1011.91  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@amadeus-it-group/tans , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 538.11   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@amadeus-it-group/tans , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 996.29   , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@amadeus-it-group/tans , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 266.22   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@amadeus-it-group/tans , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 303.11   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@amadeus-it-group/tans , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3128.86  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@amadeus-it-group/tans , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 30.87    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@amadeus-it-group/tans , 32x8 - 4 sources - pull (pure pull)                          , 2.24     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@amadeus-it-group/tans , 32x8 - 4 sources - push (pure push)                          , 300.34   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@amadeus-it-group/tans , 10x5 - 2 sources - read 20% (simple component)               , 541.00   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@amadeus-it-group/tans , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 354.36   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@amadeus-it-group/tans , 1000x12 - 4 sources - dynamic (large web app)                , 1038.18  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@amadeus-it-group/tans , 1000x5 - 25 sources (wide dense)                             , 989.32   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@amadeus-it-group/tans , 5x500 - 3 sources (deep)                                     , 397.30   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
$mol_wire              , avoidablePropagation                                         , 2.03     ,                                                                                                 
$mol_wire              , broadPropagation                                             , 4.19     ,                                                                                                 
$mol_wire              , deepPropagation                                              , 0.92     ,                                                                                                 
$mol_wire              , diamond                                                      , 1.96     ,                                                                                                 
$mol_wire              , mux                                                          , 1.96     ,                                                                                                 
$mol_wire              , repeatedObservers                                            , 0.42     ,                                                                                                 
$mol_wire              , triangle                                                     , 0.67     ,                                                                                                 
$mol_wire              , unstable                                                     , 0.96     ,                                                                                                 
$mol_wire              , manyEffectsFromOneSource                                     , 935.60   ,                                                                                                 
$mol_wire              , manySourcesIntoOneComputedEffectWithDirect                   , 301.92   ,                                                                                                 
$mol_wire              , manySourcesIntoOneComputedEffect                             , 306.12   ,                                                                                                 
$mol_wire              , manySourcesIntoOneDirectEffect                               , 78.11    ,                                                                                                 
$mol_wire              , molBench                                                     , 0.15     ,                                                                                                 
$mol_wire              , createDataSignals                                            , 45.42    ,                                                                                                 
$mol_wire              , createComputations0to1                                       , 98.73    ,                                                                                                 
$mol_wire              , createComputations1to1                                       , 99.61    ,                                                                                                 
$mol_wire              , createComputations2to1                                       , 33.69    ,                                                                                                 
$mol_wire              , createComputations4to1                                       , 13.59    ,                                                                                                 
$mol_wire              , createComputations1000to1                                    , 0.07     ,                                                                                                 
$mol_wire              , createComputations1to2                                       , 87.87    ,                                                                                                 
$mol_wire              , createComputations1to4                                       , 94.92    ,                                                                                                 
$mol_wire              , createComputations1to8                                       , 98.70    ,                                                                                                 
$mol_wire              , createComputations1to1000                                    , 104.59   ,                                                                                                 
$mol_wire              , updateComputations1to1                                       , 21.58    ,                                                                                                 
$mol_wire              , updateComputations2to1                                       , 9.51     ,                                                                                                 
$mol_wire              , updateComputations4to1                                       , 4.15     ,                                                                                                 
$mol_wire              , updateComputations1000to1                                    , 0.06     ,                                                                                                 
$mol_wire              , updateComputations1to2                                       , 11.74    ,                                                                                                 
$mol_wire              , updateComputations1to4                                       , 5.91     ,                                                                                                 
$mol_wire              , updateComputations1to1000                                    , 0.19     ,                                                                                                 
$mol_wire              , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 875.40   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
$mol_wire              , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1368.19  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
$mol_wire              , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 680.01   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
$mol_wire              , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1299.34  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 319.58   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 279.95   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2512.77  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
$mol_wire              , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 38.37    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
$mol_wire              , 32x8 - 4 sources - pull (pure pull)                          , 1.90     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
$mol_wire              , 32x8 - 4 sources - push (pure push)                          , 390.99   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 807.61   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 487.46   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 960.13   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 952.53   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
$mol_wire              , 5x500 - 3 sources (deep)                                     , 454.21   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Oby                    , avoidablePropagation                                         , 1.51     ,                                                                                                 
Oby                    , broadPropagation                                             , 1.70     ,                                                                                                 
Oby                    , deepPropagation                                              , 0.63     ,                                                                                                 
Oby                    , diamond                                                      , 1.55     ,                                                                                                 
Oby                    , mux                                                          , 1.09     ,                                                                                                 
Oby                    , repeatedObservers                                            , 0.36     ,                                                                                                 
Oby                    , triangle                                                     , 0.60     ,                                                                                                 
Oby                    , unstable                                                     , 0.39     ,                                                                                                 
Oby                    , manyEffectsFromOneSource                                     , 426.05   ,                                                                                                 
Oby                    , manySourcesIntoOneComputedEffectWithDirect                   , 237.25   ,                                                                                                 
Oby                    , manySourcesIntoOneComputedEffect                             , 241.28   ,                                                                                                 
Oby                    , manySourcesIntoOneDirectEffect                               , 74.52    ,                                                                                                 
Oby                    , molBench                                                     , 0.19     ,                                                                                                 
Oby                    , createDataSignals                                            , 20.92    ,                                                                                                 
Oby                    , createComputations0to1                                       , 58.61    ,                                                                                                 
Oby                    , createComputations1to1                                       , 73.68    ,                                                                                                 
Oby                    , createComputations2to1                                       , 52.61    ,                                                                                                 
Oby                    , createComputations4to1                                       , 28.26    ,                                                                                                 
Oby                    , createComputations1000to1                                    , 0.34     ,                                                                                                 
Oby                    , createComputations1to2                                       , 76.04    ,                                                                                                 
Oby                    , createComputations1to4                                       , 69.41    ,                                                                                                 
Oby                    , createComputations1to8                                       , 70.63    ,                                                                                                 
Oby                    , createComputations1to1000                                    , 62.18    ,                                                                                                 
Oby                    , updateComputations1to1                                       , 30.32    ,                                                                                                 
Oby                    , updateComputations2to1                                       , 12.40    ,                                                                                                 
Oby                    , updateComputations4to1                                       , 5.04     ,                                                                                                 
Oby                    , updateComputations1000to1                                    , 0.14     ,                                                                                                 
Oby                    , updateComputations1to2                                       , 12.92    ,                                                                                                 
Oby                    , updateComputations1to4                                       , 5.00     ,                                                                                                 
Oby                    , updateComputations1to1000                                    , 0.94     ,                                                                                                 
Oby                    , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 660.67   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Oby                    , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 994.17   , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Oby                    , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 528.51   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Oby                    , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 937.44   , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 195.09   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 176.72   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1535.80  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Oby                    , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 20.20    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Oby                    , 32x8 - 4 sources - pull (pure pull)                          , 8.48     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Oby                    , 32x8 - 4 sources - push (pure push)                          , 297.77   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 524.88   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 389.21   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 711.40   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Oby                    , 1000x5 - 25 sources (wide dense)                             , 802.63   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Oby                    , 5x500 - 3 sources (deep)                                     , 342.75   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Signia                 , avoidablePropagation                                         , 4.19     ,                                                                                                 
Signia                 , broadPropagation                                             , 5.20     ,                                                                                                 
Signia                 , deepPropagation                                              , 1.85     ,                                                                                                 
Signia                 , diamond                                                      , 3.59     ,                                                                                                 
Signia                 , mux                                                          , 2.52     ,                                                                                                 
Signia                 , repeatedObservers                                            , 0.73     ,                                                                                                 
Signia                 , triangle                                                     , 0.96     ,                                                                                                 
Signia                 , unstable                                                     , 1.83     ,                                                                                                 
Signia                 , manyEffectsFromOneSource                                     , 509.89   ,                                                                                                 
Signia                 , manySourcesIntoOneComputedEffectWithDirect                   , 437.07   ,                                                                                                 
Signia                 , manySourcesIntoOneComputedEffect                             , 424.93   ,                                                                                                 
Signia                 , manySourcesIntoOneDirectEffect                               , 110.57   ,                                                                                                 
Signia                 , molBench                                                     , 0.20     ,                                                                                                 
Signia                 , createDataSignals                                            , 23.54    ,                                                                                                 
Signia                 , createComputations0to1                                       , 36.87    ,                                                                                                 
Signia                 , createComputations1to1                                       , 56.16    ,                                                                                                 
Signia                 , createComputations2to1                                       , 27.64    ,                                                                                                 
Signia                 , createComputations4to1                                       , 12.10    ,                                                                                                 
Signia                 , createComputations1000to1                                    , 0.17     ,                                                                                                 
Signia                 , createComputations1to2                                       , 52.38    ,                                                                                                 
Signia                 , createComputations1to4                                       , 51.98    ,                                                                                                 
Signia                 , createComputations1to8                                       , 48.73    ,                                                                                                 
Signia                 , createComputations1to1000                                    , 51.02    ,                                                                                                 
Signia                 , updateComputations1to1                                       , 60.38    ,                                                                                                 
Signia                 , updateComputations2to1                                       , 42.82    ,                                                                                                 
Signia                 , updateComputations4to1                                       , 16.13    ,                                                                                                 
Signia                 , updateComputations1000to1                                    , 0.20     ,                                                                                                 
Signia                 , updateComputations1to2                                       , 37.85    ,                                                                                                 
Signia                 , updateComputations1to4                                       , 20.98    ,                                                                                                 
Signia                 , updateComputations1to1000                                    , 0.63     ,                                                                                                 
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1094.94  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1123.98  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1112.86  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1115.77  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 300.16   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 272.76   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1594.34  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Signia                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 134.14   , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 6.67     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Signia                 , 32x8 - 4 sources - push (pure push)                          , 338.17   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 541.73   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 334.08   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 4505.48  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Signia                 , 1000x5 - 25 sources (wide dense)                             , 2796.91  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Signia                 , 5x500 - 3 sources (deep)                                     , 273.86   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
SolidJS                , avoidablePropagation                                         , 2.01     ,                                                                                                 
SolidJS                , broadPropagation                                             , 1.92     ,                                                                                                 
SolidJS                , deepPropagation                                              , 0.82     ,                                                                                                 
SolidJS                , diamond                                                      , 1.90     ,                                                                                                 
SolidJS                , mux                                                          , 1.24     ,                                                                                                 
SolidJS                , repeatedObservers                                            , 0.48     ,                                                                                                 
SolidJS                , triangle                                                     , 0.70     ,                                                                                                 
SolidJS                , unstable                                                     , 0.58     ,                                                                                                 
SolidJS                , manyEffectsFromOneSource                                     , 547.78   ,                                                                                                 
SolidJS                , manySourcesIntoOneComputedEffectWithDirect                   , 362.97   ,                                                                                                 
SolidJS                , manySourcesIntoOneComputedEffect                             , 348.61   ,                                                                                                 
SolidJS                , manySourcesIntoOneDirectEffect                               , 83.95    ,                                                                                                 
SolidJS                , molBench                                                     , 0.18     ,                                                                                                 
SolidJS                , createDataSignals                                            , 19.89    ,                                                                                                 
SolidJS                , createComputations0to1                                       , 118.27   ,                                                                                                 
SolidJS                , createComputations1to1                                       , 164.25   ,                                                                                                 
SolidJS                , createComputations2to1                                       , 113.76   ,                                                                                                 
SolidJS                , createComputations4to1                                       , 93.04    ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 46.73    ,                                                                                                 
SolidJS                , createComputations1to2                                       , 138.84   ,                                                                                                 
SolidJS                , createComputations1to4                                       , 150.65   ,                                                                                                 
SolidJS                , createComputations1to8                                       , 164.42   ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 146.69   ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 119.04   ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 89.15    ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 70.31    ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 63.96    ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 104.26   ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 99.77    ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 87.95    ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2508.56  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2123.45  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1424.32  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2027.20  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 471.28   , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 477.58   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3826.27  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 50.46    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 410.69   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 445.90   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2253.89  , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 746.99   , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 1635.17  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1679.71  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 706.37   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 3.95     ,                                                                                                 
uSignal                , broadPropagation                                             , 4.55     ,                                                                                                 
uSignal                , deepPropagation                                              , 0.83     ,                                                                                                 
uSignal                , diamond                                                      , 2.19     ,                                                                                                 
uSignal                , mux                                                          , 2.70     ,                                                                                                 
uSignal                , repeatedObservers                                            , 0.29     ,                                                                                                 
uSignal                , triangle                                                     , 0.67     ,                                                                                                 
uSignal                , unstable                                                     , 0.31     ,                                                                                                 
uSignal                , manyEffectsFromOneSource                                     , 789.21   ,                                                                                                 
uSignal                , manySourcesIntoOneComputedEffectWithDirect                   , 349.74   ,                                                                                                 
uSignal                , manySourcesIntoOneComputedEffect                             , 341.95   ,                                                                                                 
uSignal                , manySourcesIntoOneDirectEffect                               , 85.38    ,                                                                                                 
uSignal                , molBench                                                     , 0.25     ,                                                                                                 
uSignal                , createDataSignals                                            , 36.42    ,                                                                                                 
uSignal                , createComputations0to1                                       , 47.32    ,                                                                                                 
uSignal                , createComputations1to1                                       , 40.71    ,                                                                                                 
uSignal                , createComputations2to1                                       , 31.86    ,                                                                                                 
uSignal                , createComputations4to1                                       , 14.61    ,                                                                                                 
uSignal                , createComputations1000to1                                    , 0.28     ,                                                                                                 
uSignal                , createComputations1to2                                       , 46.83    ,                                                                                                 
uSignal                , createComputations1to4                                       , 38.08    ,                                                                                                 
uSignal                , createComputations1to8                                       , 43.15    ,                                                                                                 
uSignal                , createComputations1to1000                                    , 40.59    ,                                                                                                 
uSignal                , updateComputations1to1                                       , 13.82    ,                                                                                                 
uSignal                , updateComputations2to1                                       , 7.27     ,                                                                                                 
uSignal                , updateComputations4to1                                       , 2.81     ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 0.09     ,                                                                                                 
uSignal                , updateComputations1to2                                       , 5.38     ,                                                                                                 
uSignal                , updateComputations1to4                                       , 2.68     ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 0.50     ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 867.65   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1277.93  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 852.68   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1454.00  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 399.94   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 403.76   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2922.97  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 50.34    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 3.32     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 32x8 - 4 sources - push (pure push)                          , 373.33   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 661.87   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 584.09   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 1025.43  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1466.24  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 543.91   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 1.78     ,                                                                                                 
