framework              , test                                                         , time     , metrics                                                                                         
$mol_wire              , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1053.11  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
$mol_wire              , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 13.55    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
$mol_wire              , 32x8 - 4 sources - pull (pure pull)                          , 8.50     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
$mol_wire              , 32x8 - 4 sources - push (pure push)                          , 325.99   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 592.78   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 438.28   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 687.02   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 860.72   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
$mol_wire              , 5x500 - 3 sources (deep)                                     , 392.16   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Oby                    , avoidablePropagation                                         , 461.58   ,                                                                                                 
Oby                    , broadPropagation                                             , 662.16   ,                                                                                                 
Oby                    , deepPropagation                                              , 283.71   ,                                                                                                 
Oby                    , diamond                                                      , 493.91   ,                                                                                                 
Oby                    , mux                                                          , 435.36   ,                                                                                                 
Oby                    , repeatedObservers                                            , 73.34    ,                                                                                                 
Oby                    , triangle                                                     , 162.08   ,                                                                                                 
Oby                    , unstable                                                     , 84.98    ,                                                                                                 
Oby                    , molBench                                                     , 521.08   ,                                                                                                 
Oby                    , createDataSignals                                            , 12.73    ,                                                                                                 
Oby                    , createComputations0to1                                       , 65.14    ,                                                                                                 
Oby                    , createComputations1to1                                       , 86.00    ,                                                                                                 
Oby                    , createComputations2to1                                       , 59.91    ,                                                                                                 
Oby                    , createComputations4to1                                       , 87.08    ,                                                                                                 
Oby                    , createComputations1000to1                                    , 109.10   ,                                                                                                 
Oby                    , createComputations1to2                                       , 65.19    ,                                                                                                 
Oby                    , createComputations1to4                                       , 92.95    ,                                                                                                 
Oby                    , createComputations1to8                                       , 65.96    ,                                                                                                 
Oby                    , createComputations1to1000                                    , 62.35    ,                                                                                                 
Oby                    , updateComputations1to1                                       , 16.25    ,                                                                                                 
Oby                    , updateComputations2to1                                       , 8.54     ,                                                                                                 
Oby                    , updateComputations4to1                                       , 6.53     ,                                                                                                 
Oby                    , updateComputations1000to1                                    , 4.83     ,                                                                                                 
Oby                    , updateComputations1to2                                       , 8.19     ,                                                                                                 
Oby                    , updateComputations1to4                                       , 6.44     ,                                                                                                 
Oby                    , updateComputations1to1000                                    , 4.97     ,                                                                                                 
Oby                    , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 613.87   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Oby                    , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 979.32   , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Oby                    , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 508.64   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Oby                    , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 944.94   , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 112.24   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 93.17    , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 937.85   , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Oby                    , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 9.66     , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Oby                    , 32x8 - 4 sources - pull (pure pull)                          , 9.78     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Oby                    , 32x8 - 4 sources - push (pure push)                          , 265.91   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 481.62   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 355.68   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 692.35   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Oby                    , 1000x5 - 25 sources (wide dense)                             , 878.08   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Oby                    , 5x500 - 3 sources (deep)                                     , 313.43   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Signia                 , avoidablePropagation                                         , 605.64   ,                                                                                                 
Signia                 , broadPropagation                                             , 639.96   ,                                                                                                 
Signia                 , deepPropagation                                              , 257.96   ,                                                                                                 
Signia                 , diamond                                                      , 541.27   ,                                                                                                 
Signia                 , mux                                                          , 549.88   ,                                                                                                 
Signia                 , repeatedObservers                                            , 96.73    ,                                                                                                 
Signia                 , triangle                                                     , 180.03   ,                                                                                                 
Signia                 , unstable                                                     , 121.71   ,                                                                                                 
Signia                 , molBench                                                     , 403.33   ,                                                                                                 
Signia                 , createDataSignals                                            , 10.57    ,                                                                                                 
Signia                 , createComputations0to1                                       , 9.77     ,                                                                                                 
Signia                 , createComputations1to1                                       , 15.01    ,                                                                                                 
Signia                 , createComputations2to1                                       , 12.83    ,                                                                                                 
Signia                 , createComputations4to1                                       , 11.55    ,                                                                                                 
Signia                 , createComputations1000to1                                    , 8.67     ,                                                                                                 
Signia                 , createComputations1to2                                       , 14.55    ,                                                                                                 
Signia                 , createComputations1to4                                       , 12.29    ,                                                                                                 
Signia                 , createComputations1to8                                       , 12.74    ,                                                                                                 
Signia                 , createComputations1to1000                                    , 9.29     ,                                                                                                 
Signia                 , updateComputations1to1                                       , 34.46    ,                                                                                                 
Signia                 , updateComputations2to1                                       , 21.19    ,                                                                                                 
Signia                 , updateComputations4to1                                       , 16.06    ,                                                                                                 
Signia                 , updateComputations1000to1                                    , 4.94     ,                                                                                                 
Signia                 , updateComputations1to2                                       , 22.94    ,                                                                                                 
Signia                 , updateComputations1to4                                       , 15.62    ,                                                                                                 
Signia                 , updateComputations1to1000                                    , 4.31     ,                                                                                                 
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1032.52  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1040.48  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 972.58   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1026.38  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 211.48   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 204.30   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 682.31   , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Signia                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 86.35    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 5.25     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Signia                 , 32x8 - 4 sources - push (pure push)                          , 281.65   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 468.86   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 293.71   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 4372.37  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Signia                 , 1000x5 - 25 sources (wide dense)                             , 2757.10  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Signia                 , 5x500 - 3 sources (deep)                                     , 224.76   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@solidjs/signals       , avoidablePropagation                                         , 1198.00  ,                                                                                                 
@solidjs/signals       , broadPropagation                                             , 1807.52  ,                                                                                                 
@solidjs/signals       , deepPropagation                                              , 571.90   ,                                                                                                 
@solidjs/signals       , diamond                                                      , 1392.70  ,                                                                                                 
@solidjs/signals       , mux                                                          , 605.45   ,                                                                                                 
@solidjs/signals       , repeatedObservers                                            , 250.44   ,                                                                                                 
@solidjs/signals       , triangle                                                     , 414.96   ,                                                                                                 
@solidjs/signals       , unstable                                                     , 353.14   ,                                                                                                 
@solidjs/signals       , molBench                                                     , 553.13   ,                                                                                                 
@solidjs/signals       , createDataSignals                                            , 12.15    ,                                                                                                 
@solidjs/signals       , createComputations0to1                                       , 79.89    ,                                                                                                 
@solidjs/signals       , createComputations1to1                                       , 151.93   ,                                                                                                 
@solidjs/signals       , createComputations2to1                                       , 134.48   ,                                                                                                 
@solidjs/signals       , createComputations4to1                                       , 120.65   ,                                                                                                 
@solidjs/signals       , createComputations1000to1                                    , 118.31   ,                                                                                                 
@solidjs/signals       , createComputations1to2                                       , 123.80   ,                                                                                                 
@solidjs/signals       , createComputations1to4                                       , 113.13   ,                                                                                                 
@solidjs/signals       , createComputations1to8                                       , 104.98   ,                                                                                                 
@solidjs/signals       , createComputations1to1000                                    , 80.43    ,                                                                                                 
@solidjs/signals       , updateComputations1to1                                       , 16.99    ,                                                                                                 
@solidjs/signals       , updateComputations2to1                                       , 10.02    ,                                                                                                 
@solidjs/signals       , updateComputations4to1                                       , 6.97     ,                                                                                                 
@solidjs/signals       , updateComputations1000to1                                    , 5.14     ,                                                                                                 
@solidjs/signals       , updateComputations1to2                                       , 10.35    ,                                                                                                 
@solidjs/signals       , updateComputations1to4                                       , 7.91     ,                                                                                                 
@solidjs/signals       , updateComputations1to1000                                    , 7.40     ,                                                                                                 
@solidjs/signals       , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2331.00  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008 fallbackCo
@solidjs/signals       , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1978.58  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010 fallbackCo
@solidjs/signals       , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1258.99  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022 fallbackCo
@solidjs/signals       , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1787.47  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024 fallbackCo
@solidjs/signals       , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 167.29   , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952 fallbackCount=0
@solidjs/signals       , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 168.86   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952 fallbackCount=0
@solidjs/signals       , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1831.65  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664 fallbackCou
@solidjs/signals       , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 17.71    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664 fallbackCount=0 h
@solidjs/signals       , 32x8 - 4 sources - pull (pure pull)                          , 6.64     , nodesRecomputed=448 nodesVisited=448 edgesTraversed=1792 sinkReads=32 fallbackCount=0 heightAdju
@solidjs/signals       , 32x8 - 4 sources - push (pure push)                          , 492.53   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010 fallbackCount
@solidjs/signals       , 10x5 - 2 sources - read 20% (simple component)               , 2473.90  , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002 fallbackC
@solidjs/signals       , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 681.38   , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002 fallbackCoun
@solidjs/signals       , 1000x12 - 4 sources - dynamic (large web app)                , 927.13   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000 fallbackCo
@solidjs/signals       , 1000x5 - 25 sources (wide dense)                             , 1390.18  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000 fallbackCou
@solidjs/signals       , 5x500 - 3 sources (deep)                                     , 483.84   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505 fallbackCount
SolidJS                , avoidablePropagation                                         , 662.45   ,                                                                                                 
SolidJS                , broadPropagation                                             , 898.26   ,                                                                                                 
SolidJS                , deepPropagation                                              , 341.93   ,                                                                                                 
SolidJS                , diamond                                                      , 711.57   ,                                                                                                 
SolidJS                , mux                                                          , 543.18   ,                                                                                                 
SolidJS                , repeatedObservers                                            , 174.14   ,                                                                                                 
SolidJS                , triangle                                                     , 254.70   ,                                                                                                 
SolidJS                , unstable                                                     , 214.01   ,                                                                                                 
SolidJS                , molBench                                                     , 525.75   ,                                                                                                 
SolidJS                , createDataSignals                                            , 10.67    ,                                                                                                 
SolidJS                , createComputations0to1                                       , 18.86    ,                                                                                                 
SolidJS                , createComputations1to1                                       , 36.79    ,                                                                                                 
SolidJS                , createComputations2to1                                       , 23.02    ,                                                                                                 
SolidJS                , createComputations4to1                                       , 32.20    ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 13.24    ,                                                                                                 
SolidJS                , createComputations1to2                                       , 35.40    ,                                                                                                 
SolidJS                , createComputations1to4                                       , 16.61    ,                                                                                                 
SolidJS                , createComputations1to8                                       , 15.84    ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 22.46    ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 73.41    ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 42.05    ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 37.09    ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 41.94    ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 65.92    ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 58.17    ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 56.01    ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2672.28  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2102.69  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1388.31  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1962.25  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 268.60   , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 212.92   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2128.04  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 20.31    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 391.30   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 436.46   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2216.43  , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 734.38   , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 990.75   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1512.38  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 561.14   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 994.12   ,                                                                                                 
uSignal                , broadPropagation                                             , 968.20   ,                                                                                                 
uSignal                , deepPropagation                                              , 359.28   ,                                                                                                 
uSignal                , diamond                                                      , 665.20   ,                                                                                                 
uSignal                , mux                                                          , 864.87   ,                                                                                                 
uSignal                , repeatedObservers                                            , 93.45    ,                                                                                                 
uSignal                , triangle                                                     , 217.78   ,                                                                                                 
uSignal                , unstable                                                     , 100.45   ,                                                                                                 
uSignal                , molBench                                                     , 890.70   ,                                                                                                 
uSignal                , createDataSignals                                            , 11.63    ,                                                                                                 
uSignal                , createComputations0to1                                       , 12.61    ,                                                                                                 
uSignal                , createComputations1to1                                       , 16.36    ,                                                                                                 
uSignal                , createComputations2to1                                       , 12.52    ,                                                                                                 
uSignal                , createComputations4to1                                       , 15.04    ,                                                                                                 
uSignal                , createComputations1000to1                                    , 7.21     ,                                                                                                 
uSignal                , createComputations1to2                                       , 15.51    ,                                                                                                 
uSignal                , createComputations1to4                                       , 14.76    ,                                                                                                 
uSignal                , createComputations1to8                                       , 16.36    ,                                                                                                 
uSignal                , createComputations1to1000                                    , 13.25    ,                                                                                                 
uSignal                , updateComputations1to1                                       , 10.37    ,                                                                                                 
uSignal                , updateComputations2to1                                       , 7.70     ,                                                                                                 
uSignal                , updateComputations4to1                                       , 7.21     ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 4.34     ,                                                                                                 
uSignal                , updateComputations1to2                                       , 8.91     ,                                                                                                 
uSignal                , updateComputations1to4                                       , 6.90     ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 5.03     ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 724.84   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1217.19  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 820.56   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1233.67  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 142.40   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 153.71   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1978.10  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 11.00    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 10.19    , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 32x8 - 4 sources - push (pure push)                          , 315.30   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 590.65   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 524.20   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 628.20   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1431.73  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 394.62   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 552.68   ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 516.59   ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 202.27   ,                                                                                                 
@vue/reactivity        , diamond                                                      , 468.46   ,                                                                                                 
@vue/reactivity        , mux                                                          , 526.84   ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 54.24    ,                                                                                                 
@vue/reactivity        , triangle                                                     , 147.31   ,                                                                                                 
@vue/reactivity        , unstable                                                     , 94.85    ,                                                                                                 
@vue/reactivity        , molBench                                                     , 1144.65  ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 12.84    ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 16.02    ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 17.59    ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 13.24    ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 11.20    ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 7.62     ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 16.91    ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 16.35    ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 15.23    ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 14.85    ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 11.15    ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 8.96     ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 7.99     ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 5.35     ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 9.06     ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 8.98     ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 4.62     ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1364.26  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1174.77  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1383.08  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1243.05  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 223.88   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 318.27   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1117.51  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 84.95    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 7.44     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 292.43   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 523.31   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 336.54   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 4039.47  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 5347.39  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 246.99   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
MobX                   , avoidablePropagation                                         , 1216.26  ,                                                                                                 
MobX                   , broadPropagation                                             , 2190.14  ,                                                                                                 
MobX                   , deepPropagation                                              , 738.76   ,                                                                                                 
