framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
SolidJS                , createComputations1to2                                       , 16.63    , 16.63    , 16.63    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to4                                       , 18.40    , 18.40    , 18.40    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to8                                       , 19.51    , 19.51    , 19.51    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 12.01    , 12.01    , 12.01    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 90.06    , 90.06    , 90.06    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 46.81    , 46.81    , 46.81    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 32.69    , 32.69    , 32.69    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 41.85    , 41.85    , 41.85    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 68.87    , 68.87    , 68.87    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 57.21    , 57.21    , 57.21    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 49.35    , 49.35    , 49.35    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2250.57  , 2250.57  , 2250.57  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1877.89  , 1877.89  , 1877.89  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1224.62  , 1224.62  , 1224.62  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1769.36  , 1769.36  , 1769.36  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 334.64   , 334.64   , 334.64   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 341.71   , 341.71   , 341.71   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3344.60  , 3344.60  , 3344.60  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 24.45    , 24.45    , 24.45    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 367.43   , 367.43   , 367.43   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 153.19   , 153.19   , 153.19   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=630441 nodesVisited=630441 edgesTraversed=630441 sinkReads=8                    
SolidJS                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 291.75   , 291.75   , 291.75   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=450147 nodesVisited=450147 edgesTraversed=3601176 sinkReads=64                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 423.19   , 423.19   , 423.19   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2042.79  , 2042.79  , 2042.79  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 708.40   , 708.40   , 708.40   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 934.78   , 934.78   , 934.78   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1391.41  , 1391.41  , 1391.41  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 527.64   , 527.64   , 527.64   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 1200.62  , 1200.62  , 1200.62  , 0.000    , baseline       , selective propagation    ,                                                                                                 
uSignal                , broadPropagation                                             , 1139.51  , 1139.51  , 1139.51  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
uSignal                , deepPropagation                                              , 444.34   , 444.34   , 444.34   , 0.000    , pull           , linear chain             ,                                                                                                 
uSignal                , diamond                                                      , 826.47   , 826.47   , 826.47   , 0.000    , baseline       , diamond                  ,                                                                                                 
uSignal                , mux                                                          , 1137.64  , 1137.64  , 1137.64  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
uSignal                , repeatedObservers                                            , 184.99   , 184.99   , 184.99   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
uSignal                , triangle                                                     , 333.15   , 333.15   , 333.15   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
uSignal                , unstable                                                     , 184.27   , 184.27   , 184.27   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
uSignal                , manyEffectsFromOneSource                                     , 665.03   , 665.03   , 665.03   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
uSignal                , manySourcesIntoOneComputedEffectWithDirect                   , 367.14   , 367.14   , 367.14   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
uSignal                , manySourcesIntoOneComputedEffect                             , 345.02   , 345.02   , 345.02   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
uSignal                , manySourcesIntoOneDirectEffect                               , 108.63   , 108.63   , 108.63   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
uSignal                , molBench                                                     , 864.92   , 864.92   , 864.92   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
uSignal                , createDataSignals                                            , 14.82    , 14.82    , 14.82    , 0.000    , creation       , signal creation          ,                                                                                                 
uSignal                , createComputations0to1                                       , 8.75     , 8.75     , 8.75     , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1                                       , 27.31    , 27.31    , 27.31    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations2to1                                       , 19.30    , 19.30    , 19.30    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations4to1                                       , 12.94    , 12.94    , 12.94    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1000to1                                    , 0.21     , 0.21     , 0.21     , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to2                                       , 27.00    , 27.00    , 27.00    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to4                                       , 22.20    , 22.20    , 22.20    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to8                                       , 10.39    , 10.39    , 10.39    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1000                                    , 8.20     , 8.20     , 8.20     , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , updateComputations1to1                                       , 4.65     , 4.65     , 4.65     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations2to1                                       , 2.59     , 2.59     , 2.59     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations4to1                                       , 1.84     , 1.84     , 1.84     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 0.22     , 0.22     , 0.22     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to2                                       , 2.74     , 2.74     , 2.74     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to4                                       , 1.90     , 1.90     , 1.90     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 0.31     , 0.31     , 0.31     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 748.85   , 748.85   , 748.85   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1135.50  , 1135.50  , 1135.50  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 801.50   , 801.50   , 801.50   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1176.29  , 1176.29  , 1176.29  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 163.27   , 163.27   , 163.27   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 161.86   , 161.86   , 161.86   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2302.93  , 2302.93  , 2302.93  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 11.14    , 11.14    , 11.14    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 37.99    , 37.99    , 37.99    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 42.09    , 42.09    , 42.09    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
uSignal                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 37.61    , 37.61    , 37.61    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
uSignal                , 32x8 - 4 sources - push (pure push)                          , 355.32   , 355.32   , 355.32   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 547.76   , 547.76   , 547.76   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 517.96   , 517.96   , 517.96   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 656.63   , 656.63   , 656.63   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1435.63  , 1435.63  , 1435.63  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 369.40   , 369.40   , 369.40   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 777.23   , 777.23   , 777.23   , 0.000    , baseline       , selective propagation    ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 683.07   , 683.07   , 683.07   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 297.32   , 297.32   , 297.32   , 0.000    , pull           , linear chain             ,                                                                                                 
@vue/reactivity        , diamond                                                      , 578.39   , 578.39   , 578.39   , 0.000    , baseline       , diamond                  ,                                                                                                 
@vue/reactivity        , mux                                                          , 601.29   , 601.29   , 601.29   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 139.68   , 139.68   , 139.68   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@vue/reactivity        , triangle                                                     , 239.05   , 239.05   , 239.05   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@vue/reactivity        , unstable                                                     , 193.48   , 193.48   , 193.48   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@vue/reactivity        , manyEffectsFromOneSource                                     , 392.75   , 392.75   , 392.75   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@vue/reactivity        , manySourcesIntoOneComputedEffectWithDirect                   , 339.03   , 339.03   , 339.03   , 0.000    , pull           , wide fan-in              , checksum=10692195069556                                                                         
@vue/reactivity        , manySourcesIntoOneComputedEffect                             , 293.36   , 293.36   , 293.36   , 0.000    , pull           , wide fan-in              , checksum=10650589470656                                                                         
@vue/reactivity        , manySourcesIntoOneDirectEffect                               , 99.80    , 99.80    , 99.80    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
@vue/reactivity        , molBench                                                     , 1095.38  , 1095.38  , 1095.38  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 5.18     , 5.18     , 5.18     , 0.000    , creation       , signal creation          ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 9.28     , 9.28     , 9.28     , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 25.02    , 25.02    , 25.02    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 15.62    , 15.62    , 15.62    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 12.40    , 12.40    , 12.40    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 0.14     , 0.14     , 0.14     , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 17.52    , 17.52    , 17.52    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 11.96    , 11.96    , 11.96    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 10.94    , 10.94    , 10.94    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 9.88     , 9.88     , 9.88     , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 7.50     , 7.50     , 7.50     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 5.53     , 5.53     , 5.53     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 4.11     , 4.11     , 4.11     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 0.59     , 0.59     , 0.59     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 4.71     , 4.71     , 4.71     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 3.76     , 3.76     , 3.76     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 0.46     , 0.46     , 0.46     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1223.52  , 1223.52  , 1223.52  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1049.94  , 1049.94  , 1049.94  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1496.81  , 1496.81  , 1496.81  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1269.01  , 1269.01  , 1269.01  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 336.79   , 336.79   , 336.79   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 301.57   , 301.57   , 301.57   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1497.73  , 1497.73  , 1497.73  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 98.38    , 98.38    , 98.38    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 78.62    , 78.62    , 78.62    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 84.52    , 84.52    , 84.52    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@vue/reactivity        , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 82.58    , 82.58    , 82.58    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 315.17   , 315.17   , 315.17   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 569.06   , 569.06   , 569.06   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 353.42   , 353.42   , 353.42   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 5082.16  , 5082.16  , 5082.16  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 6150.16  , 6150.16  , 6150.16  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 258.19   , 258.19   , 258.19   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
MobX                   , avoidablePropagation                                         , 1382.19  , 1382.19  , 1382.19  , 0.000    , baseline       , selective propagation    ,                                                                                                 
MobX                   , broadPropagation                                             , 2541.01  , 2541.01  , 2541.01  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
MobX                   , deepPropagation                                              , 863.42   , 863.42   , 863.42   , 0.000    , pull           , linear chain             ,                                                                                                 
MobX                   , diamond                                                      , 1560.31  , 1560.31  , 1560.31  , 0.000    , baseline       , diamond                  ,                                                                                                 
MobX                   , mux                                                          , 1208.87  , 1208.87  , 1208.87  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
MobX                   , repeatedObservers                                            , 228.96   , 228.96   , 228.96   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
MobX                   , triangle                                                     , 555.98   , 555.98   , 555.98   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
MobX                   , unstable                                                     , 384.57   , 384.57   , 384.57   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
MobX                   , manyEffectsFromOneSource                                     , 1701.22  , 1701.22  , 1701.22  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
MobX                   , manySourcesIntoOneComputedEffectWithDirect                   , 341.78   , 341.78   , 341.78   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
MobX                   , manySourcesIntoOneComputedEffect                             , 316.59   , 316.59   , 316.59   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
MobX                   , manySourcesIntoOneDirectEffect                               , 120.45   , 120.45   , 120.45   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
MobX                   , molBench                                                     , 485.95   , 485.95   , 485.95   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
MobX                   , createDataSignals                                            , 18.91    , 18.91    , 18.91    , 0.000    , creation       , signal creation          ,                                                                                                 
MobX                   , createComputations0to1                                       , 12.46    , 12.46    , 12.46    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1                                       , 37.37    , 37.37    , 37.37    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations2to1                                       , 28.19    , 28.19    , 28.19    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations4to1                                       , 20.58    , 20.58    , 20.58    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1000to1                                    , 0.25     , 0.25     , 0.25     , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to2                                       , 45.78    , 45.78    , 45.78    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to4                                       , 27.64    , 27.64    , 27.64    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to8                                       , 25.53    , 25.53    , 25.53    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1000                                    , 16.53    , 16.53    , 16.53    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , updateComputations1to1                                       , 12.89    , 12.89    , 12.89    , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations2to1                                       , 8.81     , 8.81     , 8.81     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations4to1                                       , 6.30     , 6.30     , 6.30     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1000to1                                    , 1.38     , 1.38     , 1.38     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to2                                       , 8.32     , 8.32     , 8.32     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to4                                       , 5.99     , 5.99     , 5.99     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to1000                                    , 0.79     , 0.79     , 0.79     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1572.66  , 1572.66  , 1572.66  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
MobX                   , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2551.73  , 2551.73  , 2551.73  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
MobX                   , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1264.93  , 1264.93  , 1264.93  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
MobX                   , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2384.30  , 2384.30  , 2384.30  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 343.39   , 343.39   , 343.39   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 379.39   , 379.39   , 379.39   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2855.83  , 2855.83  , 2855.83  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529544 nodesVisited=1529544 edgesTraversed=12236352 sinkReads=49664            
MobX                   , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 62.24    , 62.24    , 62.24    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=40704 nodesVisited=40704 edgesTraversed=325632 sinkReads=49664                  
MobX                   , 32x8 - 4 sources - pull (pure pull)                          , 47.59    , 47.59    , 47.59    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=2240 nodesVisited=2240 edgesTraversed=8960 sinkReads=32                         
MobX                   , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 44.01    , 44.01    , 44.01    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
