framework              , test                                                         , time    
@amadeus-it-group/tans , molBench                                                     , 671.87  
@amadeus-it-group/tans , createDataSignals                                            , 125.79  
@amadeus-it-group/tans , createComputations0to1                                       , 101.98  
@amadeus-it-group/tans , createComputations1to1                                       , 135.88  
@amadeus-it-group/tans , createComputations2to1                                       , 143.93  
@amadeus-it-group/tans , createComputations4to1                                       , 106.92  
@amadeus-it-group/tans , createComputations1000to1                                    , 91.53   
@amadeus-it-group/tans , createComputations1to2                                       , 110.49  
@amadeus-it-group/tans , createComputations1to4                                       , 109.12  
@amadeus-it-group/tans , createComputations1to8                                       , 110.10  
@amadeus-it-group/tans , createComputations1to1000                                    , 97.73   
@amadeus-it-group/tans , updateComputations1to1                                       , 98.57   
@amadeus-it-group/tans , updateComputations2to1                                       , 96.67   
@amadeus-it-group/tans , updateComputations4to1                                       , 90.95   
@amadeus-it-group/tans , updateComputations1000to1                                    , 84.08   
@amadeus-it-group/tans , updateComputations1to2                                       , 97.29   
@amadeus-it-group/tans , updateComputations1to4                                       , 89.72   
@amadeus-it-group/tans , updateComputations1to1000                                    , 86.62   
@amadeus-it-group/tans , 10x5 - 2 sources - read 20% (simple component)               , 491.08  
@amadeus-it-group/tans , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 417.13  
@amadeus-it-group/tans , 1000x12 - 4 sources - dynamic (large web app)                , 754.54  
@amadeus-it-group/tans , 1000x5 - 25 sources (wide dense)                             , 1011.00 
@amadeus-it-group/tans , 5x500 - 3 sources (deep)                                     , 469.16  
@amadeus-it-group/tans , 100x15 - 6 sources - dynamic (very dynamic)                  , 575.03  
@angular/signals       , avoidablePropagation                                         , 607.02  
@angular/signals       , broadPropagation                                             , 735.79  
@angular/signals       , deepPropagation                                              , 249.40  
@angular/signals       , diamond                                                      , 630.88  
@angular/signals       , mux                                                          , 646.82  
@angular/signals       , repeatedObservers                                            , 125.44  
@angular/signals       , triangle                                                     , 218.07  
@angular/signals       , unstable                                                     , 221.90  
@angular/signals       , molBench                                                     , 671.22  
@angular/signals       , createDataSignals                                            , 104.78  
@angular/signals       , createComputations0to1                                       , 103.87  
@angular/signals       , createComputations1to1                                       , 114.99  
@angular/signals       , createComputations2to1                                       , 98.33   
@angular/signals       , createComputations4to1                                       , 106.12  
@angular/signals       , createComputations1000to1                                    , 99.09   
@angular/signals       , createComputations1to2                                       , 100.12  
@angular/signals       , createComputations1to4                                       , 93.62   
@angular/signals       , createComputations1to8                                       , 101.09  
@angular/signals       , createComputations1to1000                                    , 97.50   
@angular/signals       , updateComputations1to1                                       , 91.78   
@angular/signals       , updateComputations2to1                                       , 88.09   
@angular/signals       , updateComputations4to1                                       , 91.66   
@angular/signals       , updateComputations1000to1                                    , 89.51   
@angular/signals       , updateComputations1to2                                       , 95.06   
@angular/signals       , updateComputations1to4                                       , 86.15   
@angular/signals       , updateComputations1to1000                                    , 84.97   
@angular/signals       , 10x5 - 2 sources - read 20% (simple component)               , 1269.70 
@angular/signals       , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 677.79  
@angular/signals       , 1000x12 - 4 sources - dynamic (large web app)                , 13925.22
@angular/signals       , 1000x5 - 25 sources (wide dense)                             , 11476.47
@angular/signals       , 5x500 - 3 sources (deep)                                     , 624.19  
@angular/signals       , 100x15 - 6 sources - dynamic (very dynamic)                  , 1459.18 
$mol_wire              , avoidablePropagation                                         , 597.43  
$mol_wire              , broadPropagation                                             , 1015.35 
$mol_wire              , deepPropagation                                              , 276.23  
$mol_wire              , diamond                                                      , 554.35  
$mol_wire              , mux                                                          , 720.24  
$mol_wire              , repeatedObservers                                            , 160.12  
$mol_wire              , triangle                                                     , 183.93  
$mol_wire              , unstable                                                     , 269.70  
$mol_wire              , molBench                                                     , 493.08  
$mol_wire              , createDataSignals                                            , 105.00  
$mol_wire              , createComputations0to1                                       , 100.45  
$mol_wire              , createComputations1to1                                       , 105.11  
$mol_wire              , createComputations2to1                                       , 98.31   
$mol_wire              , createComputations4to1                                       , 98.06   
$mol_wire              , createComputations1000to1                                    , 92.71   
$mol_wire              , createComputations1to2                                       , 100.27  
$mol_wire              , createComputations1to4                                       , 98.87   
$mol_wire              , createComputations1to8                                       , 102.08  
$mol_wire              , createComputations1to1000                                    , 99.11   
$mol_wire              , updateComputations1to1                                       , 103.40  
$mol_wire              , updateComputations2to1                                       , 126.91  
$mol_wire              , updateComputations4to1                                       , 94.99   
$mol_wire              , updateComputations1000to1                                    , 86.53   
$mol_wire              , updateComputations1to2                                       , 95.57   
$mol_wire              , updateComputations1to4                                       , 92.81   
$mol_wire              , updateComputations1to1000                                    , 87.60   
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 488.39  
