framework              , test                                                         , time    
@amadeus-it-group/tans , 200x6 - 2 sources (diamond shared deps)                      , 166.47  
@amadeus-it-group/tans , 5000x2 - 1 sources (broad fan-out)                           , 1012.73 
@amadeus-it-group/tans , 1x2 - 5000 sources (many sources one sink)                   , 544.38  
@amadeus-it-group/tans , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 6225.68 
@amadeus-it-group/tans , 300x10 - 4 sources (stable after recompute)                  , 1015.36 
@amadeus-it-group/tans , 500x8 - 4 sources (hot reads stable graph)                   , 7343.71 
@amadeus-it-group/tans , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 115.02  
@amadeus-it-group/tans , 1x3 - 2 sources (many observers)                             , 75.45   
@amadeus-it-group/tans , 5x300 - 3 sources - dynamic (deep dynamic)                   , 525.84  
@amadeus-it-group/tans , 10000x2 - 2 sources (ultra wide shallow)                     , 675.17  
@amadeus-it-group/tans , 10x5 - 2 sources - read 20% (simple component)               , 459.29  
@amadeus-it-group/tans , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 382.29  
@amadeus-it-group/tans , 1000x12 - 4 sources - dynamic (large web app)                , 745.17  
@amadeus-it-group/tans , 1000x5 - 25 sources (wide dense)                             , 950.55  
@amadeus-it-group/tans , 5x500 - 3 sources (deep)                                     , 449.88  
@angular/signals       , avoidablePropagation                                         , 660.47  
@angular/signals       , broadPropagation                                             , 757.10  
@angular/signals       , deepPropagation                                              , 236.45  
@angular/signals       , diamond                                                      , 664.39  
@angular/signals       , mux                                                          , 668.42  
@angular/signals       , repeatedObservers                                            , 122.09  
@angular/signals       , triangle                                                     , 216.37  
@angular/signals       , unstable                                                     , 217.23  
@angular/signals       , molBench                                                     , 601.91  
@angular/signals       , createDataSignals                                            , 90.42   
@angular/signals       , createComputations0to1                                       , 88.37   
@angular/signals       , createComputations1to1                                       , 89.59   
@angular/signals       , createComputations2to1                                       , 87.50   
@angular/signals       , createComputations4to1                                       , 93.26   
@angular/signals       , createComputations1000to1                                    , 79.83   
@angular/signals       , createComputations1to2                                       , 84.93   
@angular/signals       , createComputations1to4                                       , 85.76   
@angular/signals       , createComputations1to8                                       , 82.34   
@angular/signals       , createComputations1to1000                                    , 88.21   
@angular/signals       , updateComputations1to1                                       , 80.12   
@angular/signals       , updateComputations2to1                                       , 76.91   
@angular/signals       , updateComputations4to1                                       , 75.70   
@angular/signals       , updateComputations1000to1                                    , 76.80   
@angular/signals       , updateComputations1to2                                       , 79.67   
@angular/signals       , updateComputations1to4                                       , 80.39   
@angular/signals       , updateComputations1to1000                                    , 85.16   
@angular/signals       , 200x6 - 2 sources (diamond shared deps)                      , 1264.61 
@angular/signals       , 5000x2 - 1 sources (broad fan-out)                           , 3484.16 
@angular/signals       , 1x2 - 5000 sources (many sources one sink)                   , 377.17  
@angular/signals       , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 13625.46
@angular/signals       , 300x10 - 4 sources (stable after recompute)                  , 9174.30 
@angular/signals       , 500x8 - 4 sources (hot reads stable graph)                   , 122852.4
@angular/signals       , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 1034.88 
@angular/signals       , 1x3 - 2 sources (many observers)                             , 74.25   
@angular/signals       , 5x300 - 3 sources - dynamic (deep dynamic)                   , 541.65  
@angular/signals       , 10000x2 - 2 sources (ultra wide shallow)                     , 3333.48 
@angular/signals       , 10x5 - 2 sources - read 20% (simple component)               , 1282.02 
@angular/signals       , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 628.51  
@angular/signals       , 1000x12 - 4 sources - dynamic (large web app)                , 12914.04
@angular/signals       , 1000x5 - 25 sources (wide dense)                             , 10687.60
@angular/signals       , 5x500 - 3 sources (deep)                                     , 561.69  
$mol_wire              , avoidablePropagation                                         , 612.51  
$mol_wire              , broadPropagation                                             , 963.43  
$mol_wire              , deepPropagation                                              , 274.46  
$mol_wire              , diamond                                                      , 603.83  
$mol_wire              , mux                                                          , 695.76  
$mol_wire              , repeatedObservers                                            , 164.07  
$mol_wire              , triangle                                                     , 188.54  
$mol_wire              , unstable                                                     , 241.36  
$mol_wire              , molBench                                                     , 438.15  
$mol_wire              , createDataSignals                                            , 112.29  
$mol_wire              , createComputations0to1                                       , 84.68   
$mol_wire              , createComputations1to1                                       , 105.38  
$mol_wire              , createComputations2to1                                       , 100.02  
$mol_wire              , createComputations4to1                                       , 81.23   
$mol_wire              , createComputations1000to1                                    , 91.20   
$mol_wire              , createComputations1to2                                       , 80.44   
$mol_wire              , createComputations1to4                                       , 81.40   
$mol_wire              , createComputations1to8                                       , 81.74   
$mol_wire              , createComputations1to1000                                    , 85.93   
$mol_wire              , updateComputations1to1                                       , 85.98   
$mol_wire              , updateComputations2to1                                       , 78.16   
$mol_wire              , updateComputations4to1                                       , 87.34   
$mol_wire              , updateComputations1000to1                                    , 71.38   
$mol_wire              , updateComputations1to2                                       , 77.47   
$mol_wire              , updateComputations1to4                                       , 79.25   
$mol_wire              , updateComputations1to1000                                    , 74.02   
$mol_wire              , 200x6 - 2 sources (diamond shared deps)                      , 139.25  
$mol_wire              , 5000x2 - 1 sources (broad fan-out)                           , 533.18  
$mol_wire              , 1x2 - 5000 sources (many sources one sink)                   , 510.79  
$mol_wire              , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 6072.94 
$mol_wire              , 300x10 - 4 sources (stable after recompute)                  , 873.79  
$mol_wire              , 500x8 - 4 sources (hot reads stable graph)                   , 6756.49 
$mol_wire              , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 113.34  
$mol_wire              , 1x3 - 2 sources (many observers)                             , 88.02   
$mol_wire              , 5x300 - 3 sources - dynamic (deep dynamic)                   , 489.51  
$mol_wire              , 10000x2 - 2 sources (ultra wide shallow)                     , 442.63  
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 531.76  
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 442.11  
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 656.95  
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 836.03  
$mol_wire              , 5x500 - 3 sources (deep)                                     , 383.33  
Oby                    , avoidablePropagation                                         , 580.46  
Oby                    , broadPropagation                                             , 740.75  
Oby                    , deepPropagation                                              , 285.99  
Oby                    , diamond                                                      , 567.25  
Oby                    , mux                                                          , 454.63  
Oby                    , repeatedObservers                                            , 123.66  
Oby                    , triangle                                                     , 185.56  
Oby                    , unstable                                                     , 144.77  
Oby                    , molBench                                                     , 702.98  
Oby                    , createDataSignals                                            , 82.16   
Oby                    , createComputations0to1                                       , 166.97  
