framework              , test                                                         , time    
$mol_wire              , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1235.91 
$mol_wire              , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 634.14  
$mol_wire              , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1157.22 
$mol_wire              , 32x8 - 4 sources - pull (pure pull)                          , 61.56   
$mol_wire              , 32x8 - 4 sources - push (pure push)                          , 387.67  
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 807.48  
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 483.73  
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 674.70  
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 808.28  
$mol_wire              , 5x500 - 3 sources (deep)                                     , 468.17  
Oby                    , avoidablePropagation                                         , 446.46  
Oby                    , broadPropagation                                             , 629.64  
Oby                    , deepPropagation                                              , 254.35  
Oby                    , diamond                                                      , 468.12  
Oby                    , mux                                                          , 383.10  
Oby                    , repeatedObservers                                            , 78.57   
Oby                    , triangle                                                     , 167.19  
Oby                    , unstable                                                     , 111.94  
Oby                    , molBench                                                     , 426.59  
Oby                    , createDataSignals                                            , 59.12   
Oby                    , createComputations0to1                                       , 122.20  
Oby                    , createComputations1to1                                       , 162.99  
Oby                    , createComputations2to1                                       , 124.17  
Oby                    , createComputations4to1                                       , 88.82   
Oby                    , createComputations1000to1                                    , 162.50  
Oby                    , createComputations1to2                                       , 125.61  
Oby                    , createComputations1to4                                       , 151.70  
Oby                    , createComputations1to8                                       , 96.34   
Oby                    , createComputations1to1000                                    , 112.40  
Oby                    , updateComputations1to1                                       , 58.63   
Oby                    , updateComputations2to1                                       , 58.97   
Oby                    , updateComputations4to1                                       , 59.39   
Oby                    , updateComputations1000to1                                    , 54.21   
Oby                    , updateComputations1to2                                       , 51.11   
Oby                    , updateComputations1to4                                       , 54.12   
Oby                    , updateComputations1to1000                                    , 63.16   
Oby                    , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 642.34  
Oby                    , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 992.70  
Oby                    , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 522.73  
Oby                    , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1006.76 
Oby                    , 32x8 - 4 sources - pull (pure pull)                          , 50.58   
Oby                    , 32x8 - 4 sources - push (pure push)                          , 296.36  
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 541.68  
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 388.16  
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 546.87  
Oby                    , 1000x5 - 25 sources (wide dense)                             , 707.79  
Oby                    , 5x500 - 3 sources (deep)                                     , 367.48  
Signia                 , avoidablePropagation                                         , 557.82  
Signia                 , broadPropagation                                             , 629.76  
Signia                 , deepPropagation                                              , 241.98  
Signia                 , diamond                                                      , 525.79  
Signia                 , mux                                                          , 483.31  
Signia                 , repeatedObservers                                            , 96.52   
Signia                 , triangle                                                     , 179.72  
Signia                 , unstable                                                     , 129.40  
Signia                 , molBench                                                     , 333.41  
Signia                 , createDataSignals                                            , 66.26   
Signia                 , createComputations0to1                                       , 142.07  
Signia                 , createComputations1to1                                       , 72.61   
Signia                 , createComputations2to1                                       , 60.22   
Signia                 , createComputations4to1                                       , 59.27   
Signia                 , createComputations1000to1                                    , 75.44   
Signia                 , createComputations1to2                                       , 68.19   
Signia                 , createComputations1to4                                       , 75.05   
Signia                 , createComputations1to8                                       , 83.80   
Signia                 , createComputations1to1000                                    , 79.27   
Signia                 , updateComputations1to1                                       , 80.02   
Signia                 , updateComputations2to1                                       , 73.75   
Signia                 , updateComputations4to1                                       , 60.44   
Signia                 , updateComputations1000to1                                    , 57.14   
Signia                 , updateComputations1to2                                       , 72.64   
Signia                 , updateComputations1to4                                       , 60.01   
Signia                 , updateComputations1to1000                                    , 57.23   
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1040.02 
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1014.87 
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 954.12  
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1019.39 
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 123.56  
Signia                 , 32x8 - 4 sources - push (pure push)                          , 315.33  
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 572.91  
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 307.13  
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 3856.94 
Signia                 , 1000x5 - 25 sources (wide dense)                             , 2403.13 
Signia                 , 5x500 - 3 sources (deep)                                     , 276.96  
@solidjs/signals       , avoidablePropagation                                         , 765.90  
@solidjs/signals       , broadPropagation                                             , 1820.08 
@solidjs/signals       , deepPropagation                                              , 593.85  
@solidjs/signals       , diamond                                                      , 1398.62 
@solidjs/signals       , mux                                                          , 578.35  
@solidjs/signals       , repeatedObservers                                            , 223.11  
