framework              , test                                                         , time    
@solidjs/signals       , updateComputations1to1                                       , 102.85  
@solidjs/signals       , updateComputations2to1                                       , 82.66   
@solidjs/signals       , updateComputations4to1                                       , 77.76   
@solidjs/signals       , updateComputations1000to1                                    , 76.66   
@solidjs/signals       , updateComputations1to2                                       , 79.52   
@solidjs/signals       , updateComputations1to4                                       , 78.59   
@solidjs/signals       , updateComputations1to1000                                    , 79.79   
@solidjs/signals       , 200x6 - 2 sources (diamond shared deps)                      , 191.97  
@solidjs/signals       , 5000x2 - 1 sources (broad fan-out)                           , 848.26  
@solidjs/signals       , 1x2 - 5000 sources (many sources one sink)                   , 608.37  
@solidjs/signals       , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 7587.69 
@solidjs/signals       , 300x10 - 4 sources (stable after recompute)                  , 1331.64 
@solidjs/signals       , 500x8 - 4 sources (hot reads stable graph)                   , 10121.30
@solidjs/signals       , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 185.14  
@solidjs/signals       , 1x3 - 2 sources (many observers)                             , 91.41   
@solidjs/signals       , 5x300 - 3 sources - dynamic (deep dynamic)                   , 656.50  
@solidjs/signals       , 10000x2 - 2 sources (ultra wide shallow)                     , 735.18  
@solidjs/signals       , 10x5 - 2 sources - read 20% (simple component)               , 2397.80 
@solidjs/signals       , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 714.53  
@solidjs/signals       , 1000x12 - 4 sources - dynamic (large web app)                , 862.87  
@solidjs/signals       , 1000x5 - 25 sources (wide dense)                             , 1158.33 
@solidjs/signals       , 5x500 - 3 sources (deep)                                     , 524.65  
SolidJS                , avoidablePropagation                                         , 760.95  
SolidJS                , broadPropagation                                             , 904.82  
SolidJS                , deepPropagation                                              , 337.05  
SolidJS                , diamond                                                      , 771.91  
SolidJS                , mux                                                          , 550.61  
SolidJS                , repeatedObservers                                            , 204.86  
SolidJS                , triangle                                                     , 266.14  
SolidJS                , unstable                                                     , 260.33  
SolidJS                , molBench                                                     , 707.13  
SolidJS                , createDataSignals                                            , 83.12   
SolidJS                , createComputations0to1                                       , 98.79   
SolidJS                , createComputations1to1                                       , 105.21  
SolidJS                , createComputations2to1                                       , 112.79  
SolidJS                , createComputations4to1                                       , 249.78  
SolidJS                , createComputations1000to1                                    , 89.46   
SolidJS                , createComputations1to2                                       , 118.94  
SolidJS                , createComputations1to4                                       , 104.67  
SolidJS                , createComputations1to8                                       , 108.36  
SolidJS                , createComputations1to1000                                    , 98.86   
SolidJS                , updateComputations1to1                                       , 159.84  
SolidJS                , updateComputations2to1                                       , 119.61  
SolidJS                , updateComputations4to1                                       , 103.14  
SolidJS                , updateComputations1000to1                                    , 114.56  
SolidJS                , updateComputations1to2                                       , 142.38  
SolidJS                , updateComputations1to4                                       , 133.06  
SolidJS                , updateComputations1to1000                                    , 117.81  
SolidJS                , 200x6 - 2 sources (diamond shared deps)                      , 176.98  
SolidJS                , 5000x2 - 1 sources (broad fan-out)                           , 750.47  
SolidJS                , 1x2 - 5000 sources (many sources one sink)                   , 647.73  
SolidJS                , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 9673.11 
SolidJS                , 300x10 - 4 sources (stable after recompute)                  , 1632.29 
SolidJS                , 500x8 - 4 sources (hot reads stable graph)                   , 10973.78
SolidJS                , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 219.90  
SolidJS                , 1x3 - 2 sources (many observers)                             , 228.42  
SolidJS                , 5x300 - 3 sources - dynamic (deep dynamic)                   , 714.06  
SolidJS                , 10000x2 - 2 sources (ultra wide shallow)                     , 616.95  
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 1956.09 
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 749.26  
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 1163.73 
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1409.92 
SolidJS                , 5x500 - 3 sources (deep)                                     , 609.59  
uSignal                , avoidablePropagation                                         , 1099.02 
uSignal                , broadPropagation                                             , 987.92  
uSignal                , deepPropagation                                              , 332.42  
uSignal                , diamond                                                      , 686.89  
uSignal                , mux                                                          , 890.86  
uSignal                , repeatedObservers                                            , 121.80  
uSignal                , triangle                                                     , 224.90  
uSignal                , unstable                                                     , 125.15  
uSignal                , molBench                                                     , 806.49  
uSignal                , createDataSignals                                            , 81.28   
uSignal                , createComputations0to1                                       , 103.36  
uSignal                , createComputations1to1                                       , 99.13   
uSignal                , createComputations2to1                                       , 101.84  
uSignal                , createComputations4to1                                       , 88.36   
uSignal                , createComputations1000to1                                    , 76.73   
uSignal                , createComputations1to2                                       , 108.62  
uSignal                , createComputations1to4                                       , 109.05  
uSignal                , createComputations1to8                                       , 90.87   
uSignal                , createComputations1to1000                                    , 103.97  
uSignal                , updateComputations1to1                                       , 81.88   
uSignal                , updateComputations2to1                                       , 83.38   
uSignal                , updateComputations4to1                                       , 84.11   
uSignal                , updateComputations1000to1                                    , 78.41   
uSignal                , updateComputations1to2                                       , 82.36   
uSignal                , updateComputations1to4                                       , 80.44   
uSignal                , updateComputations1to1000                                    , 77.76   
uSignal                , 200x6 - 2 sources (diamond shared deps)                      , 144.08  
uSignal                , 5000x2 - 1 sources (broad fan-out)                           , 445.34  
uSignal                , 1x2 - 5000 sources (many sources one sink)                   , 363.87  
uSignal                , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 8285.65 
uSignal                , 300x10 - 4 sources (stable after recompute)                  , 1184.16 
uSignal                , 500x8 - 4 sources (hot reads stable graph)                   , 8400.30 
uSignal                , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 132.04  
uSignal                , 1x3 - 2 sources (many observers)                             , 82.04   
uSignal                , 5x300 - 3 sources - dynamic (deep dynamic)                   , 613.80  
uSignal                , 10000x2 - 2 sources (ultra wide shallow)                     , 386.89  
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 557.07  
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 604.86  
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 795.90  
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1532.90 
uSignal                , 5x500 - 3 sources (deep)                                     , 510.11  
@vue/reactivity        , avoidablePropagation                                         , 675.83  
@vue/reactivity        , broadPropagation                                             , 538.54  
@vue/reactivity        , deepPropagation                                              , 213.47  
@vue/reactivity        , diamond                                                      , 503.61  
@vue/reactivity        , mux                                                          , 503.66  
@vue/reactivity        , repeatedObservers                                            , 79.75   
@vue/reactivity        , triangle                                                     , 148.51  
@vue/reactivity        , unstable                                                     , 106.79  
@vue/reactivity        , molBench                                                     , 1247.62 
@vue/reactivity        , createDataSignals                                            , 99.20   
@vue/reactivity        , createComputations0to1                                       , 85.24   
@vue/reactivity        , createComputations1to1                                       , 101.92  
@vue/reactivity        , createComputations2to1                                       , 99.25   
@vue/reactivity        , createComputations4to1                                       , 83.89   
@vue/reactivity        , createComputations1000to1                                    , 90.96   
@vue/reactivity        , createComputations1to2                                       , 91.49   
@vue/reactivity        , createComputations1to4                                       , 86.94   
@vue/reactivity        , createComputations1to8                                       , 85.65   
@vue/reactivity        , createComputations1to1000                                    , 86.92   
@vue/reactivity        , updateComputations1to1                                       , 86.04   
@vue/reactivity        , updateComputations2to1                                       , 81.62   
@vue/reactivity        , updateComputations4to1                                       , 83.82   
@vue/reactivity        , updateComputations1000to1                                    , 78.77   
@vue/reactivity        , updateComputations1to2                                       , 83.54   
@vue/reactivity        , updateComputations1to4                                       , 85.27   
@vue/reactivity        , updateComputations1to1000                                    , 80.37   
@vue/reactivity        , 200x6 - 2 sources (diamond shared deps)                      , 387.68  
@vue/reactivity        , 5000x2 - 1 sources (broad fan-out)                           , 1236.42 
@vue/reactivity        , 1x2 - 5000 sources (many sources one sink)                   , 249.26  
@vue/reactivity        , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 12154.97
@vue/reactivity        , 300x10 - 4 sources (stable after recompute)                  , 6604.09 
@vue/reactivity        , 500x8 - 4 sources (hot reads stable graph)                   , 83823.51
@vue/reactivity        , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 401.73  
@vue/reactivity        , 1x3 - 2 sources (many observers)                             , 212.05  
@vue/reactivity        , 5x300 - 3 sources - dynamic (deep dynamic)                   , 418.63  
@vue/reactivity        , 10000x2 - 2 sources (ultra wide shallow)                     , 640.65  
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 501.02  
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 399.71  
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 3812.29 
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 3339.46 
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 334.75  
MobX                   , avoidablePropagation                                         , 1274.05 
MobX                   , broadPropagation                                             , 2658.05 
MobX                   , deepPropagation                                              , 900.53  
MobX                   , diamond                                                      , 1484.26 
MobX                   , mux                                                          , 1063.32 
MobX                   , repeatedObservers                                            , 156.28  
MobX                   , triangle                                                     , 473.39  
MobX                   , unstable                                                     , 303.74  
MobX                   , molBench                                                     , 654.58  
MobX                   , createDataSignals                                            , 88.62   
MobX                   , createComputations0to1                                       , 95.88   
MobX                   , createComputations1to1                                       , 99.89   
MobX                   , createComputations2to1                                       , 92.93   
MobX                   , createComputations4to1                                       , 115.65  
MobX                   , createComputations1000to1                                    , 80.67   
MobX                   , createComputations1to2                                       , 96.42   
MobX                   , createComputations1to4                                       , 100.73  
MobX                   , createComputations1to8                                       , 98.99   
MobX                   , createComputations1to1000                                    , 100.35  
MobX                   , updateComputations1to1                                       , 89.46   
MobX                   , updateComputations2to1                                       , 88.53   
MobX                   , updateComputations4to1                                       , 81.58   
MobX                   , updateComputations1000to1                                    , 78.97   
MobX                   , updateComputations1to2                                       , 85.90   
MobX                   , updateComputations1to4                                       , 86.00   
MobX                   , updateComputations1to1000                                    , 211.68  
MobX                   , 200x6 - 2 sources (diamond shared deps)                      , 220.43  
MobX                   , 5000x2 - 1 sources (broad fan-out)                           , 990.78  
MobX                   , 1x2 - 5000 sources (many sources one sink)                   , 220.63  
MobX                   , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 12663.05
MobX                   , 300x10 - 4 sources (stable after recompute)                  , 2303.20 
MobX                   , 500x8 - 4 sources (hot reads stable graph)                   , 16400.24
MobX                   , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 144.08  
MobX                   , 1x3 - 2 sources (many observers)                             , 111.16  
MobX                   , 5x300 - 3 sources - dynamic (deep dynamic)                   , 1080.90 
MobX                   , 10000x2 - 2 sources (ultra wide shallow)                     , 705.00  
MobX                   , 10x5 - 2 sources - read 20% (simple component)               , 1104.73 
MobX                   , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 997.43  
MobX                   , 1000x12 - 4 sources - dynamic (large web app)                , 1528.48 
MobX                   , 1000x5 - 25 sources (wide dense)                             , 2176.73 
MobX                   , 5x500 - 3 sources (deep)                                     , 888.96  
