framework              , test                                                         , time     , metrics                                                                                         
Signia                 , createComputations2to1                                       , 16.27    ,                                                                                                 
Signia                 , createComputations4to1                                       , 14.09    ,                                                                                                 
Signia                 , createComputations1000to1                                    , 8.61     ,                                                                                                 
Signia                 , createComputations1to2                                       , 16.96    ,                                                                                                 
Signia                 , createComputations1to4                                       , 18.65    ,                                                                                                 
Signia                 , createComputations1to8                                       , 16.92    ,                                                                                                 
Signia                 , createComputations1to1000                                    , 16.55    ,                                                                                                 
Signia                 , updateComputations1to1                                       , 37.80    ,                                                                                                 
Signia                 , updateComputations2to1                                       , 24.38    ,                                                                                                 
Signia                 , updateComputations4to1                                       , 17.31    ,                                                                                                 
Signia                 , updateComputations1000to1                                    , 5.82     ,                                                                                                 
Signia                 , updateComputations1to2                                       , 24.01    ,                                                                                                 
Signia                 , updateComputations1to4                                       , 17.17    ,                                                                                                 
Signia                 , updateComputations1to1000                                    , 4.92     ,                                                                                                 
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 978.34   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 987.39   , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 842.43   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 913.82   , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 246.42   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 208.38   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 671.04   , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Signia                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 82.32    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 7.10     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Signia                 , 32x8 - 4 sources - push (pure push)                          , 269.65   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 477.61   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 261.45   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 3461.96  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Signia                 , 1000x5 - 25 sources (wide dense)                             , 2383.35  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Signia                 , 5x500 - 3 sources (deep)                                     , 231.76   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@solidjs/signals       , avoidablePropagation                                         , 1230.88  ,                                                                                                 
@solidjs/signals       , broadPropagation                                             , 2062.11  ,                                                                                                 
@solidjs/signals       , deepPropagation                                              , 661.41   ,                                                                                                 
@solidjs/signals       , diamond                                                      , 1487.35  ,                                                                                                 
@solidjs/signals       , mux                                                          , 632.57   ,                                                                                                 
@solidjs/signals       , repeatedObservers                                            , 254.50   ,                                                                                                 
@solidjs/signals       , triangle                                                     , 457.08   ,                                                                                                 
@solidjs/signals       , unstable                                                     , 380.27   ,                                                                                                 
@solidjs/signals       , molBench                                                     , 452.50   ,                                                                                                 
@solidjs/signals       , createDataSignals                                            , 15.31    ,                                                                                                 
@solidjs/signals       , createComputations0to1                                       , 64.56    ,                                                                                                 
@solidjs/signals       , createComputations1to1                                       , 116.00   ,                                                                                                 
@solidjs/signals       , createComputations2to1                                       , 97.20    ,                                                                                                 
@solidjs/signals       , createComputations4to1                                       , 89.47    ,                                                                                                 
@solidjs/signals       , createComputations1000to1                                    , 143.48   ,                                                                                                 
@solidjs/signals       , createComputations1to2                                       , 99.25    ,                                                                                                 
@solidjs/signals       , createComputations1to4                                       , 86.90    ,                                                                                                 
@solidjs/signals       , createComputations1to8                                       , 91.40    ,                                                                                                 
@solidjs/signals       , createComputations1to1000                                    , 68.43    ,                                                                                                 
@solidjs/signals       , updateComputations1to1                                       , 16.33    ,                                                                                                 
@solidjs/signals       , updateComputations2to1                                       , 9.89     ,                                                                                                 
@solidjs/signals       , updateComputations4to1                                       , 7.42     ,                                                                                                 
@solidjs/signals       , updateComputations1000to1                                    , 6.10     ,                                                                                                 
@solidjs/signals       , updateComputations1to2                                       , 10.41    ,                                                                                                 
@solidjs/signals       , updateComputations1to4                                       , 8.18     ,                                                                                                 
@solidjs/signals       , updateComputations1to1000                                    , 7.53     ,                                                                                                 
@solidjs/signals       , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2576.82  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008 fallbackCo
@solidjs/signals       , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2173.97  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010 fallbackCo
@solidjs/signals       , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1374.01  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022 fallbackCo
@solidjs/signals       , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1854.54  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024 fallbackCo
@solidjs/signals       , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 216.21   , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952 fallbackCount=0
@solidjs/signals       , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 198.07   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952 fallbackCount=0
@solidjs/signals       , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2357.06  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664 fallbackCou
@solidjs/signals       , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 17.05    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664 fallbackCount=0 h
@solidjs/signals       , 32x8 - 4 sources - pull (pure pull)                          , 6.79     , nodesRecomputed=448 nodesVisited=448 edgesTraversed=1792 sinkReads=32 fallbackCount=0 heightAdju
@solidjs/signals       , 32x8 - 4 sources - push (pure push)                          , 545.56   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010 fallbackCount
@solidjs/signals       , 10x5 - 2 sources - read 20% (simple component)               , 2821.64  , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002 fallbackC
@solidjs/signals       , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 729.11   , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002 fallbackCoun
@solidjs/signals       , 1000x12 - 4 sources - dynamic (large web app)                , 928.11   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000 fallbackCo
@solidjs/signals       , 1000x5 - 25 sources (wide dense)                             , 1306.22  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000 fallbackCou
@solidjs/signals       , 5x500 - 3 sources (deep)                                     , 557.37   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505 fallbackCount
SolidJS                , avoidablePropagation                                         , 678.75   ,                                                                                                 
SolidJS                , broadPropagation                                             , 899.53   ,                                                                                                 
SolidJS                , deepPropagation                                              , 360.93   ,                                                                                                 
SolidJS                , diamond                                                      , 810.09   ,                                                                                                 
SolidJS                , mux                                                          , 521.53   ,                                                                                                 
SolidJS                , repeatedObservers                                            , 179.15   ,                                                                                                 
SolidJS                , triangle                                                     , 269.71   ,                                                                                                 
SolidJS                , unstable                                                     , 230.01   ,                                                                                                 
SolidJS                , molBench                                                     , 427.83   ,                                                                                                 
SolidJS                , createDataSignals                                            , 13.39    ,                                                                                                 
SolidJS                , createComputations0to1                                       , 21.43    ,                                                                                                 
SolidJS                , createComputations1to1                                       , 33.66    ,                                                                                                 
SolidJS                , createComputations2to1                                       , 22.31    ,                                                                                                 
SolidJS                , createComputations4to1                                       , 28.97    ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 13.86    ,                                                                                                 
SolidJS                , createComputations1to2                                       , 33.72    ,                                                                                                 
SolidJS                , createComputations1to4                                       , 20.49    ,                                                                                                 
SolidJS                , createComputations1to8                                       , 17.45    ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 25.11    ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 86.29    ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 49.45    ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 43.64    ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 39.81    ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 74.90    ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 65.41    ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 59.42    ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2468.14  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2087.76  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1281.35  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1852.60  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 266.18   , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 220.75   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1898.96  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 18.89    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 370.12   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 411.63   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2187.33  , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 709.42   , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 828.82   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1302.47  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 541.52   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 1004.98  ,                                                                                                 
uSignal                , broadPropagation                                             , 929.41   ,                                                                                                 
uSignal                , deepPropagation                                              , 374.96   ,                                                                                                 
uSignal                , diamond                                                      , 705.59   ,                                                                                                 
uSignal                , mux                                                          , 841.60   ,                                                                                                 
uSignal                , repeatedObservers                                            , 89.74    ,                                                                                                 
uSignal                , triangle                                                     , 235.12   ,                                                                                                 
uSignal                , unstable                                                     , 104.23   ,                                                                                                 
uSignal                , molBench                                                     , 713.14   ,                                                                                                 
uSignal                , createDataSignals                                            , 13.88    ,                                                                                                 
uSignal                , createComputations0to1                                       , 16.62    ,                                                                                                 
uSignal                , createComputations1to1                                       , 19.04    ,                                                                                                 
uSignal                , createComputations2to1                                       , 13.67    ,                                                                                                 
uSignal                , createComputations4to1                                       , 13.07    ,                                                                                                 
uSignal                , createComputations1000to1                                    , 7.66     ,                                                                                                 
uSignal                , createComputations1to2                                       , 17.16    ,                                                                                                 
uSignal                , createComputations1to4                                       , 19.73    ,                                                                                                 
uSignal                , createComputations1to8                                       , 17.10    ,                                                                                                 
uSignal                , createComputations1to1000                                    , 16.57    ,                                                                                                 
uSignal                , updateComputations1to1                                       , 10.10    ,                                                                                                 
uSignal                , updateComputations2to1                                       , 8.57     ,                                                                                                 
uSignal                , updateComputations4to1                                       , 6.75     ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 5.00     ,                                                                                                 
uSignal                , updateComputations1to2                                       , 7.29     ,                                                                                                 
uSignal                , updateComputations1to4                                       , 7.07     ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 5.03     ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 726.75   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1182.68  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 787.03   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1200.20  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 164.45   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 174.14   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2069.41  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 10.13    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 9.65     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 32x8 - 4 sources - push (pure push)                          , 311.28   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 570.67   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 516.69   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 586.47   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1440.44  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 393.59   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 570.61   ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 488.45   ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 201.29   ,                                                                                                 
@vue/reactivity        , diamond                                                      , 496.88   ,                                                                                                 
@vue/reactivity        , mux                                                          , 491.09   ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 53.20    ,                                                                                                 
@vue/reactivity        , triangle                                                     , 151.72   ,                                                                                                 
@vue/reactivity        , unstable                                                     , 103.47   ,                                                                                                 
@vue/reactivity        , molBench                                                     , 915.02   ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 15.49    ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 19.00    ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 18.90    ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 14.59    ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 12.47    ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 9.18     ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 18.55    ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 17.25    ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 20.24    ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 17.06    ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 11.17    ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 9.96     ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 9.64     ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 4.98     ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 9.47     ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 9.58     ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 5.41     ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1196.85  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1092.43  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1070.63  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1036.04  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 265.03   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 379.33   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1558.61  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 82.20    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 5.42     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 274.53   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 547.35   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 327.33   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 4267.96  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 4075.16  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 244.71   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
MobX                   , avoidablePropagation                                         , 1215.64  ,                                                                                                 
MobX                   , broadPropagation                                             , 2296.90  ,                                                                                                 
MobX                   , deepPropagation                                              , 834.24   ,                                                                                                 
MobX                   , diamond                                                      , 1442.81  ,                                                                                                 
MobX                   , mux                                                          , 908.06   ,                                                                                                 
MobX                   , repeatedObservers                                            , 127.32   ,                                                                                                 
MobX                   , triangle                                                     , 483.87   ,                                                                                                 
MobX                   , unstable                                                     , 271.62   ,                                                                                                 
MobX                   , molBench                                                     , 364.42   ,                                                                                                 
MobX                   , createDataSignals                                            , 18.11    ,                                                                                                 
MobX                   , createComputations0to1                                       , 22.38    ,                                                                                                 
MobX                   , createComputations1to1                                       , 29.60    ,                                                                                                 
MobX                   , createComputations2to1                                       , 20.63    ,                                                                                                 
MobX                   , createComputations4to1                                       , 17.97    ,                                                                                                 
MobX                   , createComputations1000to1                                    , 9.27     ,                                                                                                 
MobX                   , createComputations1to2                                       , 25.94    ,                                                                                                 
MobX                   , createComputations1to4                                       , 26.97    ,                                                                                                 
MobX                   , createComputations1to8                                       , 26.87    ,                                                                                                 
MobX                   , createComputations1to1000                                    , 22.75    ,                                                                                                 
MobX                   , updateComputations1to1                                       , 19.58    ,                                                                                                 
MobX                   , updateComputations2to1                                       , 13.67    ,                                                                                                 
MobX                   , updateComputations4to1                                       , 11.48    ,                                                                                                 
MobX                   , updateComputations1000to1                                    , 7.67     ,                                                                                                 
MobX                   , updateComputations1to2                                       , 14.04    ,                                                                                                 
MobX                   , updateComputations1to4                                       , 11.42    ,                                                                                                 
MobX                   , updateComputations1to1000                                    , 5.35     ,                                                                                                 
MobX                   , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1503.80  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
MobX                   , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2457.02  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
MobX                   , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1186.71  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
MobX                   , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2390.97  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 307.63   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 310.66   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2386.50  , nodesRecomputed=1529544 nodesVisited=1529544 edgesTraversed=12236352 sinkReads=49664            
MobX                   , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 43.78    , nodesRecomputed=40704 nodesVisited=40704 edgesTraversed=325632 sinkReads=49664                  
MobX                   , 32x8 - 4 sources - pull (pure pull)                          , 17.84    , nodesRecomputed=2240 nodesVisited=2240 edgesTraversed=8960 sinkReads=32                         
MobX                   , 32x8 - 4 sources - push (pure push)                          , 705.99   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
MobX                   , 10x5 - 2 sources - read 20% (simple component)               , 1294.42  , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
MobX                   , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 944.02   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
MobX                   , 1000x12 - 4 sources - dynamic (large web app)                , 1163.77  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
MobX                   , 1000x5 - 25 sources (wide dense)                             , 1767.91  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
MobX                   , 5x500 - 3 sources (deep)                                     , 683.76   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
